OBJECTID,SRA,HAZ_CODE,HAZ_CLASS,INCORP,VH_REC,ShapeSTArea,ShapeSTLength
1,SRA,1,Moderate, , ,1171924.96679688,10152.5335365725
2,SRA,1,Moderate, , ,6370045.07519531,16677.8347990302
3,SRA,1,Moderate, , ,15271665.4882812,76329.243888481
4,SRA,1,Moderate, , ,1790196.74023438,18640.8159252512
5,SRA,1,Moderate, , ,1164026.07128906,10179.0227966222
6,SRA,1,Moderate, , ,1444507.21191406,13790.9028044905
7,SRA,1,Moderate, , ,1141753.76464844,9711.80979862416
8,SRA,1,Moderate, , ,1275924.28710938,9901.56225313837
9,SRA,1,Moderate, , ,6733317.90136719,45974.5677990651
10,SRA,1,Moderate, , ,13239998.2216797,22571.5639969384
11,SRA,1,Moderate, , ,1399128.79980469,6203.99712414117
12,SRA,1,Moderate, , ,10288136.8730469,17880.8508179603
13,SRA,1,Moderate, , ,2397765.3359375,21667.7634682516
14,SRA,1,Moderate, , ,247453.418945312,2575.17298618395
15,SRA,1,Moderate, , ,3133949.02734375,16333.9223622998
16,SRA,1,Moderate, , ,3628027.18457031,15590.5608072871
17,SRA,1,Moderate, , ,1407813.90527344,7060.18829750633
18,SRA,1,Moderate, , ,1112254.15820312,5554.86312641798
19,SRA,1,Moderate, , ,1887184.390625,12444.7273846396
20,SRA,1,Moderate, , ,525424.360351562,4506.61010029103
21,SRA,1,Moderate, , ,1007393.41015625,6935.40982756085
22,SRA,1,Moderate, , ,273815.014648438,5661.1460198423
23,SRA,1,Moderate, , ,27769186.8759766,29364.2364394551
24,SRA,1,Moderate, , ,80680.158203125,5384.16305298543
25,SRA,1,Moderate, , ,15854934.2929688,29633.5716502523
26,SRA,1,Moderate, , ,423941.897460938,2649.43960214063
27,SRA,1,Moderate, , ,620142.788085938,4059.97849790952
28,SRA,1,Moderate, , ,4845910.81054688,20651.6654552273
29,SRA,1,Moderate, , ,1251807.43359375,9847.84981361264
30,SRA,1,Moderate, , ,65069621.09375,40157.1596328833
31,SRA,1,Moderate, , ,305048.879882812,4465.93470590061
32,SRA,1,Moderate, , ,428058.859375,6854.59046696959
33,SRA,1,Moderate, , ,4029815.93261719,13132.2563053809
34,SRA,1,Moderate, , ,29659890.8994141,35090.106670383
35,SRA,1,Moderate, , ,6461825.85644531,19504.0690248142
36,SRA,1,Moderate, , ,15704466.3271484,27097.5978015861
37,SRA,1,Moderate, , ,4057477.41113281,8410.39117242845
38,SRA,2,High, , ,1921470.171875,7848.98738442223
39,SRA,2,High, , ,2677117.4140625,12343.8647116934
40,SRA,2,High, , ,15143958.0654297,19522.596746972
41,SRA,2,High, , ,1673808.80078125,9560.91170949324
42,SRA,2,High, , ,1968038.6640625,15388.8922167979
43,SRA,2,High, , ,7317161.15234375,32398.5880209679
44,SRA,2,High, , ,208636.741210938,5961.02407708985
45,SRA,2,High, , ,137784.013671875,2366.92852012972
46,SRA,2,High, , ,318656.083007812,3017.65634659623
47,SRA,2,High, , ,229351.880859375,2784.40705444668
48,SRA,2,High, , ,6041972.45117188,12749.0655941496
49,SRA,2,High, , ,3155893.45800781,10293.7126487191
50,SRA,2,High, , ,914606.677734375,8130.19308795415
51,SRA,2,High, , ,474805.52734375,2982.46013413559
52,SRA,2,High, , ,4377086.83203125,27204.4900269439
53,SRA,2,High, , ,223938.821289062,2865.02494139459
54,SRA,2,High, , ,533766.427734375,3351.86589825412
55,SRA,2,High, , ,1127732.01464844,11381.9191504634
56,SRA,2,High, , ,232099.814453125,2027.62322904451
57,SRA,2,High, , ,24415530.9521484,50280.7584522929
58,SRA,2,High, , ,17965188.9970703,39386.2629664442
59,SRA,2,High, , ,57.986328125,6996.89415609948
60,SRA,2,High, , ,2554287.69042969,19036.6210711853
61,SRA,2,High, , ,32030850.703125,45632.1621720676
62,SRA,2,High, , ,1229068.99414062,14263.2185325193
63,SRA,2,High, , ,49945543.6630859,123636.284953796
64,SRA,2,High, , ,1803304.06542969,8990.10718342982
65,SRA,2,High, , ,719143966.975586,420852.718168134
66,SRA,2,High, , ,1025497.3203125,10599.2385803186
67,SRA,2,High, , ,16.7236328125,4312.469217007
68,SRA,2,High, , ,1517890.05664062,16132.9909393715
69,SRA,2,High, , ,501408471,270929.074632095
70,SRA,3,Very High, , ,1958213660.05859,442892.133477245
71,SRA,3,Very High, , ,323766.490234375,4185.2238154111
72,SRA,3,Very High, , ,343059.177734375,2911.23496131989
73,SRA,3,Very High, , ,5793012.65429688,13993.4777924485
74,SRA,3,Very High, , ,8999856.14941406,16320.83255182
75,SRA,3,Very High, , ,1556485.25292969,15696.4642134603
76,SRA,3,Very High, , ,502803.939453125,3744.75588288884
77,SRA,3,Very High, , ,162850337.671875,93073.2582966459
78,SRA,3,Very High, , ,1459181.51074219,5793.43771930737
79,SRA,3,Very High, , ,5503452.40527344,10965.4557630504
80,SRA,3,Very High, , ,3033430.9375,7891.7589036689
81,SRA,3,Very High, , ,3031188.39257812,7915.46605806842
82,SRA,3,Very High, , ,426768.173828125,3279.05526166859
83,SRA,3,Very High, , ,8658374.38964844,13174.552820151
84,SRA,3,Very High, , ,33653999.9257812,60542.9960043671
85,SRA,3,Very High, , ,7105963.79882812,10661.8075617569
86,SRA,3,Very High, , ,23593100.3291016,27286.026835066
87,SRA,3,Very High, , ,8606169.62597656,18363.0062331851
88,SRA,3,Very High, , ,2512385482.34668,822918.8532548
89,SRA,3,Very High, , ,3524031.82519531,7985.3771612319
90,SRA,3,Very High, , ,35.1865234375,29.6534077190258
91,SRA,3,Very High, , ,6369596.86230469,15861.773617441
92,SRA,3,Very High, , ,24013783.2910156,24825.1685966063
93,SRA,3,Very High, , ,4649842.97363281,14225.0693500795
94,SRA,3,Very High, , ,453695.529296875,3879.73735796364
95,SRA,3,Very High, , ,918481.3359375,4103.5139489632
96,SRA,3,Very High, , ,3474254.35449219,11115.4462729825
97,SRA,3,Very High, , ,32379653.6210938,38542.3287716683
98,SRA,3,Very High, , ,58052150.5253906,51244.382516767
99,SRA,3,Very High, , ,6732288.10742188,13040.4815861868
100,SRA,3,Very High, , ,33231084.265625,46974.0308193555
101,SRA,3,Very High, , ,47769019.1044922,102490.22395156
102,SRA,3,Very High, , ,1238782.38769531,4568.0755602491
103,SRA,3,Very High, , ,70909.2880859375,1148.46901502618
104,SRA,3,Very High, , ,217575.2578125,1865.79886363433
105,SRA,3,Very High, , ,1776969.36914062,5379.95775491933
106,SRA,3,Very High, , ,4217400.63574219,11290.0606800168
107,SRA,3,Very High, , ,2601566.05957031,7876.59815232821
108,SRA,3,Very High, , ,59606.2900390625,1051.41076569618
109,SRA,3,Very High, , ,85454.4150390625,1371.65010023994
110,SRA,3,Very High, , ,11052.81640625,469.975454097374
111,SRA,3,Very High, , ,32131.853515625,719.239321939287
112,SRA,3,Very High, , ,7229342.91699219,13718.7628650415
113,SRA,3,Very High, , ,7006583.66503906,10588.3171355154
114,SRA,3,Very High, , ,14465746.2089844,24604.5143462959
115,SRA,3,Very High, , ,4262199.75683594,10040.265298793
116,SRA,3,Very High, , ,2030257.89550781,8481.39455174489
117,SRA,3,Very High, , ,3464451.44042969,7889.36047099866
118,SRA,3,Very High, , ,30427244.6826172,48572.590779206
119,SRA,3,Very High, , ,42423838.5732422,40008.5232994217
120,SRA,3,Very High, , ,153205866.62207,157356.832971328
121,SRA,3,Very High, , ,327543.955078125,2555.39628792548
122,SRA,3,Very High, , ,1426827.45703125,6558.50665992885
123,SRA,3,Very High, , ,20290652.6259766,30508.8503005708
124,SRA,3,Very High, , ,608098.245117188,3505.00193835566
125,SRA,3,Very High, , ,6585996.81445312,10269.0894072487
126,SRA,3,Very High, , ,7073521.4765625,10638.699745693
127,SRA,3,Very High, , ,8054589.75097656,18651.5646467805
128,SRA,3,Very High, , ,3338544.04492188,9725.81429786588
129,SRA,3,Very High, , ,1117551.30859375,5787.33467473203
130,SRA,3,Very High, , ,878407.46484375,4338.95719370749
131,LRA,3,Very High, , ,2442383.47363281,6741.05318839075
132,SRA,3,Very High, , ,1172692.55859375,5739.8886260001
133,SRA,3,Very High, , ,900280.541015625,4200.3537758804
134,SRA,3,Very High, , ,10119764.4746094,15953.8781064438
135,SRA,3,Very High, , ,212528.892578125,2035.91398646471
136,SRA,3,Very High, , ,7456820.61230469,13945.8050704295
137,LRA,3,Very High, , ,70652167.1220703,73378.7932693634
138,SRA,3,Very High, , ,6895642.13476562,14104.6831580833
139,LRA,3,Very High, , ,144659.548828125,3047.36603638778
140,SRA,3,Very High, , ,785873.821289062,4140.99739305016
141,SRA,3,Very High, , ,6544511.36914062,12873.0461441945
142,SRA,3,Very High, , ,2919003.79101562,16848.1438058505
143,SRA,3,Very High, , ,1429637.16699219,8950.90958384789
144,SRA,3,Very High, , ,53132.0849609375,4185.91999453439
145,SRA,3,Very High, , ,1295431.70117188,8378.03853305733
146,SRA,3,Very High, , ,3330012.08691406,10010.277442356
147,SRA,3,Very High, , ,1640553.375,7181.03375213384
148,SRA,3,Very High, , ,984934.875,8483.21212429151
149,SRA,3,Very High, , ,1494024.9921875,7042.49673436975
150,SRA,3,Very High, , ,9902015.67871094,15766.4165526512
151,SRA,3,Very High, , ,7105111.79980469,26279.3974981549
152,SRA,3,Very High, , ,23793863.6816406,41188.3225161461
153,SRA,3,Very High, , ,20351210.6630859,44238.1873922877
154,SRA,3,Very High, , ,1463453.61621094,11086.7124201958
155,SRA,3,Very High, , ,10522922.5185547,19862.3388840147
156,SRA,3,Very High, , ,6941869.65136719,13214.1716252081
157,SRA,3,Very High, , ,318507.530273438,7289.88793416145
158,SRA,3,Very High, , ,7921494.94824219,22676.8674868886
159,SRA,3,Very High, , ,1745364.35449219,5284.57637477116
160,SRA,3,Very High, , ,1875898.71777344,6811.93663853048
161,SRA,3,Very High, , ,105928.495117188,1624.35212503091
162,SRA,3,Very High, , ,662.6376953125,1018.97455078728
163,SRA,3,Very High, , ,2007481.92773438,5721.06667115167
164,SRA,3,Very High, , ,6183878.33300781,16033.5256774457
165,SRA,3,Very High, , ,1984108.140625,6665.65894229382
166,SRA,3,Very High, , ,15361106.6132812,33412.5909773603
167,SRA,3,Very High, , ,28400888.8740234,37174.9213267032
168,SRA,3,Very High, , ,70278694.5986328,68475.4301047352
169,SRA,3,Very High, , ,279490.061523438,2185.47611233383
170,SRA,3,Very High, , ,3615819729.77246,988734.731749905
171,SRA,3,Very High, , ,5360642.1953125,13320.5698408259
172,SRA,3,Very High, , ,58828471.0419922,71343.872061156
173,SRA,3,Very High, , ,16018228.8203125,16980.0741376255
174,SRA,3,Very High, , ,17581443.4238281,30593.6154947644
175,SRA,3,Very High, , ,465194.014648438,3707.84209291146
176,SRA,3,Very High, , ,10038647.9902344,17783.622242316
177,SRA,3,Very High, , ,31213312.2832031,37253.9376925706
178,SRA,3,Very High, , ,182423119.770508,125980.131741164
179,SRA,2,High, , ,42.26171875,161.675282643023
180,SRA,2,High, , ,13.7548828125,335.646496413409
181,SRA,2,High, , ,7557.5673828125,1225.59103327756
182,SRA,2,High, , ,63783.1826171875,1224.08921855869
183,SRA,2,High, , ,111.234375,571.924896880899
184,SRA,2,High, , ,1285169.73925781,16756.4806422275
185,SRA,2,High, , ,9208.2216796875,1039.96375529583
186,SRA,2,High, , ,16961.8291015625,1193.41665939451
187,SRA,2,High, , ,1243.6826171875,633.399332371971
188,SRA,2,High, , ,3175.8564453125,1312.59373856701
189,SRA,2,High, , ,816.0751953125,227.755268931648
190,SRA,2,High, , ,205441.987304688,2221.55599543664
191,SRA,2,High, , ,189.5166015625,73.5609739089342
192,SRA,3,Very High, , ,1239.763671875,267.641763925444
193,SRA,3,Very High, , ,6712.0302734375,386.381373715922
194,SRA,3,Very High, , ,21090.7412109375,1090.47850290347
195,SRA,3,Very High, , ,34871.8076171875,4972.31711698179
196,SRA,3,Very High, , ,7396.4453125,1017.26943981891
197,SRA,1,Moderate, , ,15487019.0859375,18915.0807464307
198,SRA,1,Moderate, , ,2066628.75195312,11355.2550508941
199,SRA,1,Moderate, , ,871116.265625,3959.78242508156
200,SRA,1,Moderate, , ,1041642.19824219,8537.25137203234
201,SRA,1,Moderate, , ,1091388.38476562,4663.46512405824
202,SRA,1,Moderate, , ,716761.403320312,5355.81835114903
203,SRA,1,Moderate, , ,1529.8291015625,11030.4397107469
204,SRA,1,Moderate, , ,12.3310546875,227.4604087702
205,SRA,2,High, , ,245584.80078125,4487.88509244154
206,SRA,2,High, , ,3450221.88085938,13050.2079052192
207,SRA,2,High, , ,8520832.76855469,14789.5324701945
208,SRA,2,High, , ,3147742.62011719,8182.42892078881
209,SRA,2,High, , ,88581.0390625,1406.40378942999
210,SRA,2,High, , ,595756.239257812,22224.094616276
211,SRA,3,Very High, , ,335431.711914062,3178.18468509881
212,SRA,3,Very High, , ,10616604.0078125,21108.8249078544
213,SRA,3,Very High, , ,19877757.8740234,20843.7281497788
214,SRA,3,Very High, , ,78177554.4296875,57653.9549033859
215,SRA,3,Very High, , ,27394975.7128906,37662.1105525967
216,SRA,3,Very High, , ,1750079.07617188,5293.26417697675
217,SRA,3,Very High, , ,1620129.46191406,5091.82256956866
218,SRA,3,Very High, , ,860585.650390625,5875.41182720399
219,SRA,3,Very High, , ,12136064.9580078,21276.0267968765
220,SRA,3,Very High, , ,846317.287109375,6955.57906170679
221,SRA,3,Very High, , ,412612.69921875,2653.58136878392
222,SRA,3,Very High, , ,9122327.14941406,21180.4823005174
223,SRA,3,Very High, , ,21682843.2460938,43160.1453500669
224,SRA,3,Very High, , ,4336402.87402344,21149.7394966224
225,SRA,3,Very High, , ,2420297.04394531,10477.6236825208
226,SRA,3,Very High, , ,2430229.42773438,10657.3377691483
227,SRA,3,Very High, , ,2211720.89648438,6721.60136097799
228,SRA,3,Very High, , ,1459914.49902344,6386.31768219756
229,SRA,3,Very High, , ,11817371.7421875,20090.3435892328
230,SRA,3,Very High, , ,34914194.9648438,29604.574049597
231,SRA,3,Very High, , ,6803451.35546875,10438.7153693659
232,SRA,3,Very High, , ,1174426.66113281,8696.21259953146
233,SRA,3,Very High, , ,1769497.57617188,5320.95018558779
234,SRA,3,Very High, , ,10240894.2890625,23036.5128090041
235,SRA,3,Very High, , ,871005.834960938,3959.47991321384
236,SRA,3,Very High, , ,13453791.8828125,37381.0567484376
237,SRA,3,Very High, , ,5925104.51269531,23251.2022892069
238,SRA,3,Very High, , ,1631455.52734375,15647.2600437606
239,SRA,3,Very High, , ,33911284.1259766,52943.0007822471
240,SRA,3,Very High, , ,10439852.4179688,26880.8754413477
241,SRA,3,Very High, , ,50964377.2158203,82956.1070071531
242,SRA,3,Very High, , ,1866.8974609375,488.179949866948
243,SRA,3,Very High, , ,1968.8564453125,249.243860725744
244,SRA,3,Very High, , ,79.669921875,53.1888643134817
245,SRA,3,Very High, , ,7592.7607421875,818.029917810835
246,SRA,3,Very High, , ,2413.95703125,232.039257890282
247,SRA,3,Very High, , ,2119.0166015625,358.721409107903
248,SRA,1,Moderate, , ,206187973.542969,113092.976522864
249,SRA,1,Moderate, , ,473758588.993164,171713.921473742
250,SRA,2,High, , ,185.0234375,14475.2575331973
251,SRA,2,High, , ,3688400.93164062,11034.6728047968
252,SRA,2,High, , ,2274725377.54492,686440.484258818
253,SRA,3,Very High, , ,279946012.224609,163979.928706567
254,SRA,3,Very High, , ,41275272.3183594,61065.3568489765
255,SRA,3,Very High, , ,8982900.86816406,14643.2099521593
256,SRA,3,Very High, , ,5769129.65527344,12806.1412808326
257,SRA,3,Very High, , ,54478788.6435547,62076.2339067824
258,SRA,3,Very High, , ,3199268304.04004,1284714.83412951
259,SRA,3,Very High, , ,51217.158203125,1036.72911983118
260,SRA,3,Very High, , ,7539595.6875,13414.9481052153
261,LRA,3,Very High, , ,14593058.9003906,17768.3912034394
262,LRA,3,Very High, , ,4560773.78125,9193.54802967869
263,LRA,3,Very High, , ,347384.80078125,2631.67240218168
264,LRA,3,Very High, , ,439179.741210938,3597.73257108795
265,LRA,3,Very High, , ,100965177.630859,194312.804613645
266,LRA,3,Very High, , ,762093.575195312,4118.36958303685
267,LRA,3,Very High, , ,56805797.8085938,58560.5918597351
268,LRA,3,Very High, , ,368802.868164062,2880.33120424025
269,LRA,3,Very High, , ,18926379.2402344,30451.4297486173
270,LRA,3,Very High, , ,1553991.43457031,7310.28995832803
271,LRA,3,Very High, , ,9692037.66699219,30380.3002750765
272,LRA,3,Very High, , ,4.1943359375,1420.80165846953
273,LRA,3,Very High, , ,287788.331054688,4092.84772554053
274,LRA,3,Very High, , ,2463922.13964844,15199.9595763958
275,LRA,3,Very High, , ,3199714.45117188,10677.0350818549
276,LRA,3,Very High, , ,4471560.59570312,12011.0033420856
277,LRA,3,Very High, , ,0.708984375,523.041084065355
278,LRA,3,Very High, , ,1974997.80175781,5723.69676621602
279,LRA,3,Very High, , ,4353167.22070312,12835.1831408828
280,LRA,3,Very High, , ,17.685546875,2093.14336437258
281,LRA,3,Very High, , ,13033131.2587891,17159.4755606356
282,LRA,3,Very High, , ,10.251953125,2617.23580824068
283,LRA,3,Very High, , ,64275855.0361328,46553.3066572349
284,LRA,3,Very High, , ,7840592.05566406,16229.8166528585
285,LRA,3,Very High, , ,1967312.36914062,11994.3892191503
286,LRA,3,Very High, , ,2049823.74902344,9243.91988829726
287,LRA,3,Very High, , ,10974196.6904297,21812.887878078
288,LRA,3,Very High, , ,6798269.02539062,19804.3811978084
289,LRA,3,Very High, , ,7045136.92871094,10610.8151936071
290,LRA,3,Very High, , ,335431.69921875,3178.18468509881
291,LRA,3,Very High, , ,6.0849609375,1069.58756129548
292,LRA,3,Very High, , ,3713272.47167969,11810.0995249487
293,LRA,3,Very High, , ,0.115234375,13.56757418856
294,LRA,3,Very High, , ,4250561.75097656,9817.45670345876
295,LRA,3,Very High, , ,4735578.78027344,13634.9002812807
296,LRA,3,Very High, , ,1.4619140625,404.984131498657
297,LRA,3,Very High, , ,0.8125,71.7303609999433
298,LRA,3,Very High,Y, ,85053266.1396484,56170.1349284885
299,LRA,3,Very High,Y, ,1295508.26367188,6414.40046737169
300,LRA,3,Very High,Y, ,691342957.458984,198399.921329565
301,LRA,3,Very High,Y, ,3309501.74023438,11763.8848834506
302,LRA,3,Very High,Y, ,15411755.4648438,23987.2302340408
303,LRA,3,Very High,Y, ,1540442.31152344,5947.0322952027
304,LRA,3,Very High,Y, ,3784645.38574219,12137.5870132295
305,LRA,3,Very High,Y, ,2095395.60839844,7514.83135891198
306,LRA,3,Very High,Y, ,74486254.1191406,96614.3589687657
307,LRA,3,Very High,Y, ,236647359.166016,218206.36868661
308,LRA,3,Very High,Y, ,10771434.8378906,24190.5071948405
309,LRA,3,Very High,Y, ,30276007.2695312,51019.6328413927
310,LRA,3,Very High,Y, ,3694640.76464844,10470.3691169153
311,LRA,3,Very High,Y, ,510819581.541016,274276.125658091
312,LRA,3,Very High,Y, ,5066326.70800781,11972.9156864872
313,LRA,3,Very High,Y, ,77176695.4169922,138789.953114914
314,LRA,3,Very High,Y, ,45666023.1875,46613.6784195848
315,LRA,3,Very High,Y, ,2296521.89550781,7325.46371065069
316,LRA,3,Very High,Y, ,3072135.06738281,9788.50831181891
317,LRA,3,Very High,Y, ,3385453.58203125,10363.7043926147
318,LRA,3,Very High,Y, ,83875087.5839844,46610.810960266
319,LRA,3,Very High,Y, ,1337984.97070312,9536.56265551692
320,LRA,3,Very High,Y, ,950398.905273438,5623.42055873507
321,LRA,3,Very High,Y, ,825980.541992188,4321.06933720428
322,LRA,3,Very High,Y, ,210935.30078125,3004.6314932316
323,LRA,3,Very High,Y, ,1301113.30664062,8541.91030708638
324,LRA,3,Very High,Y, ,11976617.0019531,31813.3571224095
325,LRA,3,Very High,Y, ,3282987721.53906,772141.939660351
326,LRA,3,Very High,Y, ,4177110.32910156,17777.3302663864
327,LRA,3,Very High,Y, ,4096977.9453125,11109.2887178758
328,LRA,3,Very High,Y, ,872601444.22168,623781.311923567
329,LRA,3,Very High,Y, ,7844328.35351562,20968.0319648407
330,LRA,3,Very High,Y, ,50436453.4326172,55751.8942144194
331,LRA,3,Very High,Y, ,3315937.58496094,9299.20778706422
332,LRA,3,Very High,Y, ,1964802457.5127,674821.72642824
333,LRA,3,Very High,Y, ,476290950.9375,302478.781015676
334,LRA,3,Very High,Y, ,2658933,10103.2170159829
335,LRA,3,Very High,Y, ,54628353.8574219,45419.4730080081
336,LRA,3,Very High,Y, ,351256737.445312,213560.977742303
337,LRA,3,Very High,Y, ,25812221.4248047,34087.0792800731
338,LRA,3,Very High,Y, ,303298816.569336,357350.716324593
339,LRA,3,Very High,Y, ,15589865.0966797,39373.733421852
340,LRA,3,Very High,Y, ,432201.864257812,3460.74290945655
341,LRA,3,Very High,Y, ,693900522.8125,234080.792038248
342,LRA,3,Very High, ,Very High,293830.530273438,3163.31885964561
343,LRA,3,Very High, ,Very High,124764.650390625,5998.83150096701
344,LRA,3,Very High, , ,1.109375,38.3991424799165
345,LRA,3,Very High, , ,11190111.5634766,40206.1508982822
346,LRA,3,Very High, , ,131785.145507812,4001.42369785422
347,LRA,3,Very High, , ,846467.73046875,16284.5229421813
348,LRA,3,Very High, , ,0.6435546875,203.615134870293
349,LRA,3,Very High, , ,2901679.47167969,41076.4295987518
350,LRA,3,Very High, , ,944.3798828125,369.920127855687
351,LRA,3,Very High, , ,3.0322265625,1357.99465298075
352,LRA,3,Very High, , ,71822.5283203125,23291.8986424194
353,LRA,3,Very High, , ,1436.576171875,12253.1819804001
354,LRA,3,Very High, , ,4016033.16894531,236522.550772366
355,LRA,3,Very High, , ,6862341.45996094,13196.2900150924
356,LRA,3,Very High, , ,655353.313476562,4292.20466260494
357,LRA,3,Very High, , ,1316670.8671875,6510.2782892276
358,LRA,3,Very High, , ,4893995.86621094,11817.5465922757
359,LRA,3,Very High, , ,1110188.58203125,5785.54419515997
360,LRA,3,Very High, , ,1366458.17675781,4942.86331498304
361,LRA,3,Very High, , ,4531139.3515625,12635.0201890275
362,LRA,3,Very High, , ,21433204.5263672,35141.9194682607
363,LRA,3,Very High, , ,329945.83984375,2644.97557465014
