Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 6007.03, Los Angeles County, California","Census Tract 6007.03","06037600703","00","06","037",,"600703",,,,,,,,2326,152,2174,60,1923,14,29,7,21,120,1914,66,1848,37,1718,4,19,0,14,56,412,86,326,23,205,10,10,7,7,64,21.5256008359457,130.30303030303,17.6406926406926,62.1621621621622,11.9324796274738,250,52.6315789473684,,50,114.285714285714,-5.77315972805081E-15,3.08654786965932,-3.08654786965933,0.646411336659506,-7.08554696309314,0.392905243618322,0.254090104951433,0.300945829750645,0.171385033661548,2.23326154479237
"Census Tract 6007.04, Los Angeles County, California","Census Tract 6007.04","06037600704","00","06","037",,"600704",,,,,,,,3010,481,2529,90,2223,4,33,4,35,140,2971,287,2684,52,2528,6,16,7,17,58,39,194,-155,38,-305,-2,17,-3,18,82,1.31268933019185,67.595818815331,-5.77496274217586,73.0769230769231,-12.0648734177215,-33.3333333333333,106.25,-42.8571428571429,105.882352941176,141.379310344828,-6.21724893790088E-15,6.32001932300164,-6.32001932300165,1.23978078233556,-11.2353749590449,-0.0690618391963957,0.557806302563764,-0.102720539970546,0.590592784513867,2.69895814579697
"Census Tract 6008.01, Los Angeles County, California","Census Tract 6008.01","06037600801","00","06","037",,"600801",,,,,,,,3206,467,2739,91,2419,0,30,4,28,167,3245,355,2890,39,2738,2,12,16,13,70,-39,112,-151,52,-319,-2,18,-12,15,97,-1.20184899845917,31.5492957746479,-5.22491349480969,133.333333333333,-11.6508400292184,-100,150,-75,115.384615384615,138.571428571429,0,3.6265303788063,-3.6265303788063,1.63657894913909,-8.92368603936956,-0.061633281972265,0.565945785396603,-0.368300192147428,0.472746112595124,3.05181828755213
"Census Tract 6008.02, Los Angeles County, California","Census Tract 6008.02","06037600802","00","06","037",,"600802",,,,,,,,2643,455,2188,114,1911,6,27,0,23,107,2597,290,2307,91,2109,13,11,1,10,72,46,165,-119,23,-198,-7,16,-1,13,35,1.77127454755487,56.8965517241379,-5.15821413090594,25.2747252747253,-9.38833570412518,-53.8461538461538,145.454545454545,-100,130,48.6111111111111,-2.66453525910038E-15,6.04855481695387,-6.04855481695388,0.809237236538973,-8.90488763556309,-0.273562833567239,0.598000749139953,-0.0385059684251059,0.485163546925634,1.27600008799699
"Census Tract 6009.02, Los Angeles County, California","Census Tract 6009.02","06037600902","00","06","037",,"600902",,,,,,,,6798,3195,3603,299,2868,9,102,11,63,251,6613,2762,3851,180,3476,12,46,9,28,100,185,433,-248,119,-608,-3,56,2,35,151,2.79752003629215,15.6770456191166,-6.43988574396261,66.1111111111111,-17.4913693901036,-25,121.739130434783,22.2222222222222,125,151,-6.21724893790088E-15,5.23289933212137,-5.23289933212138,1.67644106994225,-10.3742541403577,-0.0490688791461468,0.804841729674987,0.0257167284014961,0.50333472182757,2.18008943753616
"Census Tract 6009.11, Los Angeles County, California","Census Tract 6009.11","06037600911","00","06","037",,"600911",,,,,,,,3282,1784,1498,324,914,7,63,9,31,150,3349,1803,1546,256,1139,8,49,7,3,84,-67,-19,-48,68,-225,-1,14,2,28,66,-2.000597193192,-1.05379922351636,-3.10478654592497,26.5625,-19.7541703248464,-12.5,28.5714285714286,28.5714285714286,933.333333333333,78.5714285714286,0,0.520133071092377,-0.520133071092377,2.22795639288761,-6.16127964562898,-0.0255926942274418,0.456437922750277,0.0652054175357538,0.854967029731742,2.06217250585866
"Census Tract 6009.12, Los Angeles County, California","Census Tract 6009.12","06037600912","00","06","037",,"600912",,,,,,,,5174,3960,1214,249,732,10,56,7,32,128,5517,4216,1301,152,1011,10,35,9,11,73,-343,-256,-87,97,-279,0,21,-2,21,55,-6.21714700018126,-6.07210626185958,-6.68716372021522,63.8157894736842,-27.5964391691395,0,60,-22.2222222222222,190.909090909091,75.3424657534247,2.77555756156289E-15,0.118185495315848,-0.118185495315845,2.05740362273435,-4.1775153426395,0.0120161325863573,0.447931995555923,-0.0278402931964377,0.419093277348665,1.15072511229479
"Census Tract 6010.01, Los Angeles County, California","Census Tract 6010.01","06037601001","00","06","037",,"601001",,,,,,,,2274,487,1787,85,1486,4,72,4,27,109,2154,417,1737,80,1524,5,58,0,7,63,120,70,50,5,-38,-1,14,4,20,46,5.57103064066852,16.7865707434053,2.87852619458837,6.25,-2.49343832020997,-20,24.1379310344828,,285.714285714286,73.015873015873,0,2.05667555973669,-2.05667555973669,0.023886345095215,-5.4046836835439,-0.0562247815318129,0.473562103272307,0.175901495162709,0.862358304975954,1.86852465683284
"Census Tract 6010.02, Los Angeles County, California","Census Tract 6010.02","06037601002","00","06","037",,"601002",,,,,,,,5457,2464,2993,207,2357,11,210,8,47,153,5311,2288,3023,110,2634,12,164,15,13,75,146,176,-30,97,-277,-1,46,-7,34,78,2.74901148559593,7.69230769230769,-0.992391663910023,88.1818181818182,-10.5163249810175,-8.33333333333333,28.0487804878049,-46.6666666666667,261.538461538462,104,-5.77315972805081E-15,2.07261530528798,-2.07261530528798,1.72211998104901,-6.40294965238404,-0.0243701920152376,0.76033756942684,-0.135831990522987,0.616504095782894,1.39157488337554
"Census Tract 6011, Los Angeles County, California","Census Tract 6011","06037601100","00","06","037",,"601100",,,,,,,,6159,3699,2460,171,1754,3,273,35,46,178,6533,3824,2709,186,2172,17,211,10,22,91,-374,-125,-249,-15,-418,-14,62,25,24,87,-5.72478187662636,-3.26882845188285,-9.19158361018826,-8.06451612903226,-19.2449355432781,-82.3529411764706,29.3838862559242,250,109.090909090909,95.6043956043956,0,1.52485239425543,-1.52485239425543,-0.0706592906230714,-4.76794508263802,-0.211508151988529,1.20278112939895,0.41520503633159,0.410122617516769,1.49715134774687
"Census Tract 6012.02, Los Angeles County, California","Census Tract 6012.02","06037601202","00","06","037",,"601202",,,,,,,,3832,3340,492,122,208,11,90,2,17,42,4115,3703,412,123,211,4,57,3,5,9,-283,-363,80,-1,-3,7,33,-1,12,33,-6.87727825030377,-9.80286254388334,19.4174757281553,-0.813008130081301,-1.4218009478673,175,57.8947368421053,-33.3333333333333,240,366.666666666667,3.99680288865056E-15,-2.82709776595124,2.82709776595124,0.194651676614657,0.300392930796998,0.189851021138104,0.96346682157289,-0.0207119429146891,0.322125884982129,0.877321373761152
"Census Tract 6012.11, Los Angeles County, California","Census Tract 6012.11","06037601211","00","06","037",,"601211",,,,,,,,2833,1393,1440,119,1124,5,73,5,14,100,2823,1197,1626,85,1416,3,56,5,10,51,10,196,-186,34,-292,2,17,0,4,49,0.354233085370174,16.374269005848,-11.4391143911439,40,-20.6214689265537,66.6666666666667,30.3571428571429,0,40,96.078431372549,-6.21724893790088E-15,6.76879032714857,-6.76879032714858,1.18951295013891,-10.4841489759563,0.0702214263127037,0.593068460013861,-0.000625190761331055,0.139942700016342,1.72323830308723
"Census Tract 6012.12, Los Angeles County, California","Census Tract 6012.12","06037601212","00","06","037",,"601212",,,,,,,,6319,4310,2009,220,1474,11,114,10,34,146,6511,4330,2181,169,1860,15,57,0,19,61,-192,-20,-172,51,-386,-4,57,10,15,85,-2.94885578252189,-0.46189376443418,-7.88629069234296,30.1775147928994,-20.752688172043,-26.6666666666667,100,,78.9473684210526,139.344262295082,0,1.70415343223924,-1.70415343223924,0.885956104960626,-5.2405646849991,-0.0563011810827934,0.928641364077188,0.158252888115208,0.246245966112979,1.37361611057665
"Census Tract 6013.01, Los Angeles County, California","Census Tract 6013.01","06037601301","00","06","037",,"601301",,,,,,,,1958,486,1472,371,882,3,65,2,13,136,1915,376,1539,276,1107,4,62,9,12,69,43,110,-67,95,-225,-1,3,-7,1,67,2.24543080939948,29.2553191489362,-4.35347628330084,34.4202898550725,-20.3252032520325,-25,4.83870967741936,-77.7777777777778,8.33333333333333,97.1014492753623,3.5527136788005E-15,5.18678141760255,-5.18678141760255,4.535373389482,-12.760823241065,-0.0556597156473942,0.0821160826441431,-0.367828844374155,0.0373109449883586,3.34272996636948
"Census Tract 6013.02, Los Angeles County, California","Census Tract 6013.02","06037601302","00","06","037",,"601302",,,,,,,,6785,2261,4524,469,3405,21,195,10,73,351,6856,1769,5087,249,4507,13,73,21,26,198,-71,492,-563,220,-1102,8,122,-11,47,153,-1.03558926487748,27.8123233465235,-11.0674267741301,88.3534136546185,-24.4508542267584,61.5384615384615,167.123287671233,-52.3809523809524,180.769230769231,77.2727272727273,-1.15463194561016E-14,7.5212907014839,-7.52129070148391,3.28045124936691,-15.55380975434,0.119891327994607,1.80922594198026,-0.158917115023961,0.696672854957526,2.2851947935808
"Census Tract 6013.03, Los Angeles County, California","Census Tract 6013.03","06037601303","00","06","037",,"601303",,,,,,,,4959,1966,2993,250,2375,8,122,16,48,174,4879,1674,3205,125,2856,20,62,10,25,107,80,292,-212,125,-481,-12,60,6,23,67,1.63968026234884,17.4432497013142,-6.61466458658346,100,-16.8417366946779,-60,96.7741935483871,60,92,62.6168224299065,-5.32907051820075E-15,5.33478024618432,-5.33478024618432,2.47933856971293,-10.6438650593402,-0.248597218238955,1.18942121874055,0.117685661902906,0.455537002105521,1.31569957893298
"Census Tract 6014.01, Los Angeles County, California","Census Tract 6014.01","06037601401","00","06","037",,"601401",,,,,,,,5012,2816,2196,271,1562,21,114,18,52,158,4683,2757,1926,237,1518,14,80,11,9,57,329,59,270,34,44,7,34,7,43,101,7.0254110612855,2.14000725426188,14.018691588785,14.3459915611814,2.89855072463768,50,42.5,63.6363636363636,477.777777777778,177.19298245614,0,-2.68736199041583,2.68736199041583,0.346164720366188,-1.249915002201,0.120040751225459,0.566234460314677,0.124245905491991,0.84532547894023,1.93526567627828
"Census Tract 6014.02, Los Angeles County, California","Census Tract 6014.02","06037601402","00","06","037",,"601402",,,,,,,,4782,4197,585,188,226,6,99,1,10,55,5059,4461,598,211,266,10,76,1,7,27,-277,-264,-13,-23,-40,-4,23,0,3,28,-5.47539039335837,-5.91795561533289,-2.17391304347826,-10.9004739336493,-15.0375939849624,-40,30.2631578947368,0,42.8571428571429,103.703703703704,0,-0.412857267927291,0.412857267927291,-0.23937528795512,-0.531900074313398,-0.0721970087968248,0.567990311563203,0.00114500008225813,0.0707502577903615,0.616444069556812
"Census Tract 6015.01, Los Angeles County, California","Census Tract 6015.01","06037601501","00","06","037",,"601501",,,,,,,,3500,2986,514,83,311,5,65,9,17,24,3890,3499,391,75,254,3,38,5,4,12,-390,-513,123,8,57,2,27,4,13,12,-10.025706940874,-14.6613318090883,31.457800511509,10.6666666666667,22.4409448818898,66.6666666666667,71.0526315789474,80,325,100,-5.32907051820075E-15,-4.63430040396622,4.63430040396621,0.443408005875872,2.35615130370914,0.0657363202350349,0.88027910392949,0.128608152772677,0.382886522218142,0.377230995225854
"Census Tract 6015.02, Los Angeles County, California","Census Tract 6015.02","06037601502","00","06","037",,"601502",,,,,,,,3374,3175,199,50,75,3,20,16,17,18,3963,3740,223,75,75,5,29,28,5,6,-589,-565,-24,-25,0,-2,-9,-12,12,12,-14.8624779207671,-15.1069518716578,-10.762331838565,-33.3333333333333,0,-40,-31.0344827586207,-42.8571428571429,240,200,-2.77555756156289E-15,-0.27099365036487,0.270993650364867,-0.410585108459534,0.330375176069215,-0.0372518110243523,-0.139000634350253,-0.232320870841293,0.377685948311747,0.382090950659337
"Census Tract 6016, Los Angeles County, California","Census Tract 6016","06037601600","00","06","037",,"601600",,,,,,,,4164,3818,346,93,114,4,75,40,8,12,4375,4049,326,108,98,2,25,72,7,14,-211,-231,20,-15,16,2,50,-32,1,-2,-4.82285714285714,-5.70511237342554,6.13496932515337,-13.8888888888889,16.3265306122449,100,200,-44.4444444444444,14.2857142857143,-14.2857142857143,-1.33226762955019E-15,-0.857889392068067,0.857889392068066,-0.235142033758749,0.497752161383285,0.0503471936324962,1.22972416632359,-0.685099492246466,0.0321229586935639,-0.0318155619596542
"Census Tract 6017, Los Angeles County, California","Census Tract 6017","06037601700","00","06","037",,"601700",,,,,,,,4931,4444,487,82,229,7,72,39,25,33,5646,5138,508,94,268,7,38,67,5,29,-715,-694,-21,-12,-39,0,34,-28,20,4,-12.6638328019837,-13.5072012456209,-4.13385826771654,-12.7659574468085,-14.5522388059702,0,89.4736842105263,-41.7910447761194,400,13.7931034482759,4.21884749357559E-15,-0.878772472806266,0.87877247280627,-0.00194680929092098,-0.102634923761583,0.0179774547990034,0.787107208776188,-0.39576621420951,0.4184382810809,0.155597475412194
"Census Tract 6018.01, Los Angeles County, California","Census Tract 6018.01","06037601801","00","06","037",,"601801",,,,,,,,3462,3196,266,46,138,2,33,7,20,20,3789,3422,367,67,180,9,37,37,9,28,-327,-226,-101,-21,-42,-7,-4,-30,11,-8,-8.63024544734759,-6.60432495616598,-27.5204359673025,-31.3432835820896,-23.3333333333333,-77.7777777777778,-10.8108108108108,-81.0810810810811,122.222222222222,-28.5714285714286,1.33226762955019E-15,2.00251297539672,-2.00251297539672,-0.439564862804076,-0.764458642252292,-0.179759616110304,-0.0233047135898728,-0.774315689904142,0.340171059799575,-0.161280510535606
"Census Tract 6018.02, Los Angeles County, California","Census Tract 6018.02","06037601802","00","06","037",,"601802",,,,,,,,3896,3704,192,67,52,3,11,14,23,22,4658,4417,241,96,80,3,19,18,16,9,-762,-713,-49,-29,-28,0,-8,-4,7,13,-16.3589523400601,-16.1421779488341,-20.3319502074689,-30.2083333333333,-35,0,-42.1052631578947,-22.2222222222222,43.75,144.444444444444,0,0.245762958430573,-0.245762958430573,-0.341257847883529,-0.382773052565501,0.0125967292146253,-0.125559524008947,-0.0270890292297018,0.246854013716879,0.371465752325601
"Census Tract 6019, Los Angeles County, California","Census Tract 6019","06037601900","00","06","037",,"601900",,,,,,,,5091,4288,803,70,568,12,45,34,19,55,5685,4683,1002,76,790,5,20,47,19,45,-594,-395,-199,-6,-222,7,25,-13,0,10,-10.4485488126649,-8.43476404014521,-19.8602794411178,-7.89473684210526,-28.1012658227848,140,125,-27.6595744680851,0,22.2222222222222,-8.43769498715119E-15,1.85239718910032,-1.85239718910033,0.0381240836304328,-2.73927449184732,0.14775932902442,0.532109796946238,-0.158891810215036,0.0389947804833301,0.288781122877612
"Census Tract 6020.02, Los Angeles County, California","Census Tract 6020.02","06037602002","00","06","037",,"602002",,,,,,,,3007,2329,678,99,379,0,127,13,15,45,3195,2453,742,120,451,3,110,24,7,27,-188,-124,-64,-21,-72,-3,17,-11,8,18,-5.88419405320814,-5.05503465144721,-8.62533692722372,-17.5,-15.9645232815965,-100,15.4545454545455,-45.8333333333333,114.285714285714,66.6666666666667,0,0.676397742773382,-0.676397742773382,-0.463550619758904,-1.51188176987134,-0.0938967136150235,0.780599050832356,-0.31884913293083,0.279743717450102,0.651437725120259
"Census Tract 6020.03, Los Angeles County, California","Census Tract 6020.03","06037602003","00","06","037",,"602003",,,,,,,,4759,3883,876,127,587,5,33,41,19,64,5124,4124,1000,94,748,12,40,29,23,54,-365,-241,-124,33,-161,-7,-7,12,-4,10,-7.12334113973458,-5.84384093113482,-12.4,35.1063829787234,-21.524064171123,-58.3333333333333,-17.5,41.3793103448276,-17.3913043478261,18.5185185185185,0,1.10877471323081,-1.10877471323081,0.834123569475741,-2.26344627599885,-0.129127948376378,-0.0872171368797262,0.295561440019395,-0.0496245332603708,0.290956171789382
"Census Tract 6021.03, Los Angeles County, California","Census Tract 6021.03","06037602103","00","06","037",,"602103",,,,,,,,6931,4857,2074,361,1142,19,293,71,62,126,6992,4779,2213,336,1376,19,247,83,33,119,-61,78,-139,25,-234,0,46,-12,29,7,-0.872425629290618,1.63214061519146,-6.28106642566652,7.44047619047619,-17.0058139534884,0,18.6234817813765,-14.4578313253012,87.8787878787879,5.88235294117647,-1.11022302462516E-14,1.72692570803344,-1.72692570803346,0.402991633449957,-3.20293497822769,0.00239158663346154,0.694775520189696,-0.162687732328507,0.422563850204385,0.115974412045244
"Census Tract 6021.04, Los Angeles County, California","Census Tract 6021.04","06037602104","00","06","037",,"602104",,,,,,,,5541,3630,1911,235,1253,4,238,52,15,114,5416,3435,1981,210,1372,18,215,58,38,70,125,195,-70,25,-119,-14,23,-6,-23,44,2.30797636632201,5.67685589519651,-3.53356890459364,11.9047619047619,-8.6734693877551,-77.7777777777778,10.6976744186047,-10.3448275862069,-60.5263157894737,62.8571428571429,0,2.08844995157623,-2.08844995157623,0.363711417266266,-2.71910189037968,-0.260159461215267,0.325534214264712,-0.132442272017086,-0.430915557105258,0.764923597610081
"Census Tract 6021.05, Los Angeles County, California","Census Tract 6021.05","06037602105","00","06","037",,"602105",,,,,,,,4302,2955,1347,234,784,5,176,21,26,101,4273,2846,1427,272,833,17,196,39,21,49,29,109,-80,-38,-49,-12,-20,-18,5,52,0.678680084249942,3.82993675333802,-5.60616678346181,-13.9705882352941,-5.88235294117647,-70.5882352941177,-10.2040816326531,-46.1538461538462,23.8095238095238,106.122448979592,1.11022302462516E-14,2.08472256630049,-2.08472256630048,-0.926220591100879,-1.27041852863324,-0.28162193431712,-0.495820849956529,-0.424562650694037,0.112912068393945,1.20100992000738
"Census Tract 6021.06, Los Angeles County, California","Census Tract 6021.06","06037602106","00","06","037",,"602106",,,,,,,,5693,3281,2412,690,965,5,491,31,43,187,5702,3135,2567,638,1151,18,557,45,39,119,-9,146,-155,52,-186,-13,-66,-14,4,68,-0.157839354612417,4.65709728867624,-6.03817686014803,8.15047021943574,-16.1598609904431,-72.2222222222222,-11.8491921005386,-31.1111111111111,10.2564102564103,57.1428571428571,0,2.65147134669066,-2.65147134669066,0.931091078208804,-3.23525854608135,-0.22785155306815,-1.14387554531546,-0.244668404890645,0.0713430062936737,1.19774861816246
"Census Tract 6022.01, Los Angeles County, California","Census Tract 6022.01","06037602201","00","06","037",,"602201",,,,,,,,4552,1702,2850,1610,298,9,582,38,38,275,4127,1565,2562,1683,235,13,440,51,15,125,425,137,288,-73,63,-4,142,-13,23,150,10.2980373152411,8.75399361022364,11.2412177985948,-4.33749257278669,26.8085106382979,-30.7692307692308,32.2727272727273,-25.4901960784314,153.333333333333,120,-5.55111512312578E-15,-0.530849823891105,0.5308498238911,-5.41115922705421,0.852364066546209,-0.117283498483773,2.12409129641782,-0.400966586792025,0.471337750498986,3.0124660227581
"Census Tract 6022.02, Los Angeles County, California","Census Tract 6022.02","06037602202","00","06","037",,"602202",,,,,,,,3112,2033,1079,301,384,3,275,27,18,71,3187,2106,1081,252,496,4,171,90,10,58,-75,-73,-2,49,-112,-1,104,-63,8,13,-2.35331032318795,-3.46628679962013,-0.185013876040703,19.4444444444444,-22.5806451612903,-25,60.8187134502924,-70,80,22.4137931034483,-5.55111512312578E-15,-0.753190378973712,0.753190378973706,1.76511381794453,-3.22389398447904,-0.0291088556257224,3.47121338858134,-1.95636313332683,0.264631459907416,0.461597685972012
"Census Tract 6023.01, Los Angeles County, California","Census Tract 6023.01","06037602301","00","06","037",,"602301",,,,,,,,6188,3454,2734,1638,223,10,492,66,46,259,6265,3434,2831,1842,228,11,469,77,27,177,-77,20,-97,-204,-5,-1,23,-11,19,82,-1.22905027932961,0.5824111822947,-3.42635111268103,-11.0749185667752,-2.19298245614035,-9.09090909090909,4.90405117270789,-14.2857142857143,70.3703703703704,46.3276836158192,5.55111512312578E-15,1.00526158035196,-1.00526158035195,-2.93084831698042,-0.0355165701863044,-0.0139755085532279,0.464839137201936,-0.162469800984425,0.312408590423707,1.36030088872678
