Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 1318.01, Los Angeles County, California","Census Tract 1318.01","06037131801","00","06","037",,"131801",,,,,,,,3104,1864,1240,625,102,5,408,1,18,81,2780,1650,1130,546,90,7,431,1,8,47,324,214,110,79,12,-2,-23,0,10,34,11.6546762589928,12.969696969697,9.73451327433628,14.4688644688645,13.3333333333333,-28.5714285714286,-5.33642691415313,0,125,72.3404255319149,0,0.699028406141067,-0.699028406141067,0.495021508566343,0.0486724022843582,-0.090716086924275,-2.35926722539494,-0.00375472817622191,0.292127123043833,0.918888600459838
"Census Tract 1318.02, Los Angeles County, California","Census Tract 1318.02","06037131802","00","06","037",,"131802",,,,,,,,2552,1350,1202,723,80,6,326,0,17,50,2561,1377,1184,721,47,9,345,3,12,47,-9,-27,18,2,33,-3,-19,-3,5,3,-0.351425224521671,-1.96078431372549,1.52027027027027,0.277392510402219,70.2127659574468,-33.3333333333333,-5.50724637681159,-100,41.6666666666667,6.38297872340426,-5.55111512312578E-15,-0.868372831439523,0.868372831439518,0.177655794232023,1.29957562129801,-0.116315506653333,-0.697005602484335,-0.117141741507224,0.197577234598064,0.124027031956316
"Census Tract 1319, Los Angeles County, California","Census Tract 1319","06037131900","00","06","037",,"131900",,,,,,,,4382,2059,2323,1537,120,0,495,0,27,144,4210,2046,2164,1549,124,12,378,4,17,80,172,13,159,-12,-4,-12,117,-4,10,64,4.0855106888361,0.635386119257087,7.34750462107209,-0.774693350548741,-3.2258064516129,-100,30.952380952381,-100,58.8235294117647,80,5.55111512312578E-15,-1.6108979619714,1.6108979619714,-1.71804109014312,-0.206892589095316,-0.285035629453682,2.31758944765403,-0.0950118764845606,0.212356530873981,1.38593316862006
"Census Tract 1320.01, Los Angeles County, California","Census Tract 1320.01","06037132001","00","06","037",,"132001",,,,,,,,3335,1144,2191,1575,146,1,279,0,22,168,3202,1067,2135,1666,108,8,243,3,19,88,133,77,56,-91,38,-7,36,-3,3,80,4.15365396627108,7.21649484536082,2.62295081967213,-5.46218487394958,35.1851851851852,-87.5,14.8148148148148,-100,15.7894736842105,90.9090909090909,-5.55111512312578E-15,0.979925402695275,-0.979925402695281,-4.80359445511473,1.00491915191686,-0.219858840099001,0.776810220748464,-0.0936914428482199,0.0662910268788154,2.28919893582253
"Census Tract 1320.02, Los Angeles County, California","Census Tract 1320.02","06037132002","00","06","037",,"132002",,,,,,,,3193,1327,1866,1370,76,5,263,4,16,132,3299,1305,1994,1566,85,11,254,0,19,59,-106,22,-128,-196,-9,-6,9,4,-3,73,-3.21309487723553,1.68582375478927,-6.41925777331996,-12.5159642401022,-10.5882352941176,-54.5454545454545,3.54330708661417,,-15.7894736842105,123.728813559322,-5.32907051820075E-15,2.00222011111568,-2.00222011111568,-4.56257232140594,-0.196331642792039,-0.176841827857942,0.537465110810467,0.125274036955841,-0.0748359528131929,2.34562248598713
"Census Tract 1321.01, Los Angeles County, California","Census Tract 1321.01","06037132101","00","06","037",,"132101",,,,,,,,4330,2150,2180,1295,229,2,452,2,47,153,4259,2148,2111,1341,282,5,357,11,13,102,71,2,69,-46,-53,-3,95,-9,34,51,1.66705799483447,0.0931098696461825,3.26859308384652,-3.43027591349739,-18.7943262411348,-60,26.6106442577031,-81.8181818181818,261.538461538462,50,0,-0.780794589585321,0.780794589585321,-1.57864313419701,-1.33258899643033,-0.0712090738970375,2.05654972190395,-0.212087214305584,0.780214375535139,1.13855891097619
"Census Tract 1321.02, Los Angeles County, California","Census Tract 1321.02","06037132102","00","06","037",,"132102",,,,,,,,5618,2737,2881,1714,335,10,595,4,43,180,5310,2474,2836,1859,246,10,568,6,15,132,308,263,45,-145,89,0,27,-2,28,48,5.80037664783428,10.6305578011318,1.5867418899859,-7.79989241527703,36.1788617886179,0,4.75352112676056,-33.3333333333333,186.666666666667,36.3636363636364,5.32907051820075E-15,2.12706802656782,-2.12706802656781,-4.50033823216873,1.33020778651349,-0.0103246291346285,-0.105840857239208,-0.0417946350813467,0.482911062706032,0.718111477836574
"Census Tract 1323.01, Los Angeles County, California","Census Tract 1323.01","06037132301","00","06","037",,"132301",,,,,,,,3577,1867,1710,893,139,2,520,1,24,131,3437,1645,1792,926,137,15,537,2,13,162,140,222,-82,-33,2,-13,-17,-1,11,-31,4.07331975560081,13.4954407294833,-4.57589285714286,-3.56371490280778,1.45985401459854,-86.6666666666667,-3.1657355679702,-50,84.6153846153846,-19.1358024691358,6.21724893790088E-15,4.3330693324117,-4.3330693324117,-1.97704615423158,-0.100096395447949,-0.380514340602184,-1.08676899881399,-0.0302338941882029,0.292716478383335,-1.05112602751114
"Census Tract 1323.02, Los Angeles County, California","Census Tract 1323.02","06037132302","00","06","037",,"132302",,,,,,,,3005,1896,1109,723,73,4,212,4,10,83,3057,1916,1141,740,53,7,226,2,12,101,-52,-20,-32,-17,20,-3,-14,2,-2,-18,-1.70101406607785,-1.04384133611691,-2.8045574057844,-2.2972972972973,37.7358490566038,-42.8571428571429,-6.19469026548673,100,-16.6666666666667,-17.8217821782178,5.55111512312578E-15,0.419015956940161,-0.419015956940155,-0.146838466257035,0.69555865074946,-0.095871181876025,-0.337960339789153,0.0676878629391533,-0.0597630053933663,-0.54182947731319
"Census Tract 1325.01, Los Angeles County, California","Census Tract 1325.01","06037132501","00","06","037",,"132501",,,,,,,,4357,2173,2184,1382,164,16,476,2,20,124,3763,1798,1965,1363,114,6,408,1,11,62,594,375,219,19,50,10,68,1,9,62,15.7852777039596,20.8565072302558,11.1450381679389,1.39398385913426,43.859649122807,166.666666666667,16.6666666666667,100,81.8181818181818,100,5.77315972805081E-15,2.09274057568984,-2.09274057568983,-4.50202742953798,0.734560096797935,0.207777905388167,0.0825353905862927,0.0193286027762314,0.166711486173157,1.19837337212635
"Census Tract 1325.02, Los Angeles County, California","Census Tract 1325.02","06037132502","00","06","037",,"132502",,,,,,,,4252,1811,2441,1527,143,8,553,0,44,166,3672,1470,2202,1598,126,5,345,2,10,116,580,341,239,-71,17,3,208,-2,34,50,15.7952069716776,23.1972789115646,10.8537693006358,-4.44305381727159,13.4920634920635,60,60.2898550724638,-100,340,43.1034482758621,0,2.55904180424129,-2.55904180424129,-7.60600675934636,-0.0682493128954312,0.0519811771264375,3.61021956603275,-0.0544662309368192,0.762475994892574,0.74500376088556
"Census Tract 1327, Los Angeles County, California","Census Tract 1327","06037132700","00","06","037",,"132700",,,,,,,,5038,2929,2109,1444,147,8,356,2,14,138,4912,2949,1963,1429,128,7,290,7,15,87,126,-20,146,15,19,1,66,-5,-1,51,2.56514657980456,-0.678195998643608,7.43759551706572,1.04968509447166,14.84375,14.2857142857143,22.7586206896552,-71.4285714285714,-6.66666666666667,58.6206896551724,1.11022302462516E-14,-1.89849489159262,1.89849489159263,-0.42985201717759,0.311961341362647,0.016285028571133,1.16238735447731,-0.102809850349073,-0.0274865420200612,0.968009576728266
"Census Tract 1329, Los Angeles County, California","Census Tract 1329","06037132900","00","06","037",,"132900",,,,,,,,3538,857,2681,2078,106,3,282,1,10,201,3461,766,2695,2147,101,15,277,1,6,148,77,91,-14,-69,5,-12,5,0,4,53,2.22479052297024,11.8798955613577,-0.519480519480519,-3.2137866790871,4.95049504950495,-80,1.80505415162455,0,66.6666666666667,35.8108108108108,-5.77315972805081E-15,2.09039300718055,-2.09039300718056,-3.30034631227165,0.0778112371905049,-0.348607082488568,-0.0328623445061488,-0.000628827168730993,0.109285261973482,1.40495506009056
"Census Tract 1330, Los Angeles County, California","Census Tract 1330","06037133000","00","06","037",,"133000",,,,,,,,4424,2439,1985,1098,186,4,506,8,54,129,4449,2489,1960,1215,138,4,511,1,12,79,-25,-50,25,-117,48,0,-5,7,42,50,-0.561924027871432,-2.00883889112093,1.27551020408163,-9.62962962962963,34.7826086956522,0,-0.978473581213307,700,350,63.2911392405063,1.11022302462516E-14,-0.814053140738691,0.814053140738702,-2.49033958095303,1.10251932998333,0.00050806874129424,-0.0481141098005636,0.158354865286589,0.950891294831478,1.1402332726496
"Census Tract 1331.01, Los Angeles County, California","Census Tract 1331.01","06037133101","00","06","037",,"133101",,,,,,,,2091,633,1458,1071,84,2,178,1,11,111,2122,634,1488,1126,96,4,162,2,1,97,-31,-1,-30,-55,-12,-2,16,-1,10,14,-1.46088595664467,-0.157728706624606,-2.01612903225806,-4.88454706927176,-12.5,-50,9.87654320987654,-50,1000,14.4329896907216,0,0.395122762559885,-0.395122762559885,-1.84363577848785,-0.506817287499815,-0.0928533984569207,0.878366104723308,-0.0464266992284604,0.478938730730103,0.737305565659748
"Census Tract 1331.02, Los Angeles County, California","Census Tract 1331.02","06037133102","00","06","037",,"133102",,,,,,,,3376,1197,2179,1491,167,19,349,3,24,126,3324,1170,2154,1622,103,5,310,5,7,102,52,27,25,-131,64,14,39,-2,17,24,1.56438026474128,2.30769230769231,1.16063138347261,-8.07644882860666,62.1359223300971,280,12.5806451612903,-40,242.857142857143,23.5294117647059,0,0.257605180762055,-0.257605180762055,-4.63193862245567,1.84800617083283,0.41237502922876,1.01156460839165,-0.0615586200603396,0.500310822910785,0.663635430389926
"Census Tract 1340.01, Los Angeles County, California","Census Tract 1340.01","06037134001","00","06","037",,"134001",,,,,,,,3708,2827,881,327,90,1,410,0,22,31,3765,2840,925,334,101,1,442,12,6,29,-57,-13,-44,-7,-11,0,-32,-12,16,2,-1.51394422310757,-0.457746478873239,-4.75675675675676,-2.09580838323353,-10.8910891089109,0,-7.23981900452489,-100,266.666666666667,6.89655172413793,-5.55111512312578E-15,0.808954043588317,-0.808954043588322,-0.0524117123738066,-0.255418455627329,0.000408291322305168,-0.682534156792464,-0.318725099601594,0.433949208559505,0.0657778809250592
"Census Tract 1340.02, Los Angeles County, California","Census Tract 1340.02","06037134002","00","06","037",,"134002",,,,,,,,3483,1996,1487,637,177,6,555,4,22,86,3372,2057,1315,615,103,9,513,3,13,59,111,-61,172,22,74,-3,42,1,9,27,3.29181494661922,-2.96548371414682,13.0798479087452,3.57723577235772,71.8446601941748,-33.3333333333333,8.18713450292398,33.3333333333333,69.2307692307692,45.7627118644068,0,-3.69545315681761,3.69545315681761,0.0503973034249733,2.02725898952002,-0.094638626046389,0.721016058680546,0.0258755541659898,0.246111514698234,0.719432362374237
"Census Tract 1341.01, Los Angeles County, California","Census Tract 1341.01","06037134101","00","06","037",,"134101",,,,,,,,4991,2171,2820,1159,201,8,1296,3,12,141,4922,2021,2901,1299,179,4,1264,11,11,133,69,150,-81,-140,22,4,32,-8,1,8,1.4018691588785,7.4220682830282,-2.79214064115822,-10.7775211701309,12.2905027932961,100,2.53164556962025,-72.7272727272727,9.09090909090909,6.01503759398496,-5.32907051820075E-15,2.43775244037398,-2.43775244037399,-3.16991144808318,0.390516012935433,0.0790207420085125,0.286122497130353,-0.163378192896747,0.0169463913549061,0.12293155717675
"Census Tract 1341.03, Los Angeles County, California","Census Tract 1341.03","06037134103","00","06","037",,"134103",,,,,,,,4294,1965,2329,1209,142,5,827,6,19,121,4193,1760,2433,1404,195,6,744,0,5,79,101,205,-104,-195,-53,-1,83,6,14,42,2.40877653231576,11.6477272727273,-4.27455815865187,-13.8888888888889,-27.1794871794872,-16.6666666666667,11.1559139784946,,280,53.1645569620253,0,3.78680794204105,-3.78680794204105,-5.32881282053361,-1.34366824028914,-0.0266540892393793,1.51557295294762,0.139729855612483,0.323231513120266,0.933792886340721
"Census Tract 1341.04, Los Angeles County, California","Census Tract 1341.04","06037134104","00","06","037",,"134104",,,,,,,,4429,1917,2512,820,247,8,1244,12,43,138,4322,1856,2466,856,258,2,1216,10,28,96,107,61,46,-36,-11,6,28,2,15,42,2.47570569180935,3.28663793103448,1.86536901865369,-4.20560747663551,-4.26356589147287,300,2.30263157894737,20,53.5714285714286,43.75,5.55111512312578E-15,0.33982619914244,-0.339826199142435,-1.29130821228015,-0.392578927181488,0.134352808448043,-0.0475182030345855,0.0395671580677143,0.323025567990368,0.894633608847664
"Census Tract 1342.01, Los Angeles County, California","Census Tract 1342.01","06037134201","00","06","037",,"134201",,,,,,,,4271,2296,1975,1028,127,5,646,2,44,123,4270,2328,1942,1180,105,4,570,5,6,72,1,-32,33,-152,22,1,76,-3,38,51,0.0234192037470726,-1.3745704467354,1.69927909371782,-12.8813559322034,20.952380952381,25,13.3333333333333,-60,633.333333333333,70.8333333333333,5.55111512312578E-15,-0.762004192536447,0.762004192536453,-3.56535580904274,0.514526102459976,0.0233917872125993,1.77631726852357,-0.0702685778550071,0.889688476885394,1.19370494435266
"Census Tract 1343.02, Los Angeles County, California","Census Tract 1343.02","06037134302","00","06","037",,"134302",,,,,,,,3746,1000,2746,1638,128,10,714,3,47,206,3732,850,2882,2031,110,4,565,6,8,158,14,150,-136,-393,18,6,149,-3,39,48,0.37513397642015,17.6470588235294,-4.71894517696044,-19.3500738552437,16.3636363636364,150,26.3716814159292,-50,487.5,30.379746835443,8.43769498715119E-15,3.91915005874076,-3.91915005874075,-10.6945801137505,0.469496866682804,0.159770278722456,3.92099554279835,-0.0806862797273147,1.04030937751966,1.26554426901378
"Census Tract 1343.03, Los Angeles County, California","Census Tract 1343.03","06037134303","00","06","037",,"134303",,,,,,,,5166,1895,3271,1938,168,8,884,8,17,248,5057,1786,3271,2146,150,8,784,3,5,175,109,109,0,-208,18,0,100,5,12,73,2.1554281194384,6.1030235162374,0,-9.69245107176142,12,0,12.7551020408163,166.666666666667,240,41.7142857142857,0,1.36477068886625,-1.36477068886625,-4.92170900973961,0.285847034859512,-0.00333786778077957,1.60862260053432,0.0955349817347435,0.230201869803099,1.34006970172247
"Census Tract 1343.04, Los Angeles County, California","Census Tract 1343.04","06037134304","00","06","037",,"134304",,,,,,,,3001,973,2028,1069,130,5,674,2,16,132,2882,817,2065,1326,117,6,534,3,10,69,119,156,-37,-257,13,-1,140,-1,6,63,4.12907702984039,19.094247246022,-1.79176755447942,-19.3815987933635,11.1111111111111,-16.6666666666667,26.2172284644195,-33.3333333333333,60,91.304347826087,5.32907051820075E-15,4.07415663666125,-4.07415663666124,-10.3882559618688,0.272208592971901,-0.0415776281836196,3.93038082841227,-0.0374499270541557,0.186174351783271,2.00436310727791
"Census Tract 1343.05, Los Angeles County, California","Census Tract 1343.05","06037134305","00","06","037",,"134305",,,,,,,,3769,3024,745,272,132,4,264,5,25,43,3847,2985,862,329,102,1,388,0,7,35,-78,39,-117,-57,30,3,-124,5,18,8,-2.02755393813361,1.30653266331658,-13.5730858468678,-17.3252279635258,29.4117647058824,300,-31.9587628865979,,257.142857142857,22.8571428571429,-5.32907051820075E-15,2.64055412717665,-2.64055412717666,-1.33535016034864,0.850838551788174,0.0801346654120811,-3.08127064791832,0.132661183337755,0.481345947881914,0.231086332670384
"Census Tract 1343.06, Los Angeles County, California","Census Tract 1343.06","06037134306","00","06","037",,"134306",,,,,,,,3553,1785,1768,754,224,6,624,3,28,129,3498,1555,1943,931,286,17,608,5,8,88,55,230,-175,-177,-62,-11,16,-2,20,41,1.57232704402516,14.7909967845659,-9.00669068450849,-19.0118152524168,-21.6783216783217,-64.7058823529412,2.63157894736842,-40,250,46.5909090909091,0,5.78526075050405,-5.78526075050405,-5.3937057354313,-1.87156924700005,-0.317120619124241,0.181262357791359,-0.0585031340332468,0.559364307246777,1.11501132004666
"Census Tract 1344.21, Los Angeles County, California","Census Tract 1344.21","06037134421","00","06","037",,"134421",,,,,,,,3851,433,3418,2604,82,2,491,0,23,216,3941,330,3611,2902,67,4,465,1,13,159,-90,103,-193,-298,15,-2,26,-1,10,57,-2.28368434407511,31.2121212121212,-5.34477983937967,-10.2687801516196,22.3880597014925,-50,5.59139784946237,-100,76.9230769230769,35.8490566037736,-2.66453525910038E-15,2.87032350910018,-2.87032350910018,-6.01733264957,0.429240937692296,-0.0495625195075823,0.950899304075546,-0.0253742704897234,0.267381951823676,1.5744237368756
"Census Tract 1344.22, Los Angeles County, California","Census Tract 1344.22","06037134422","00","06","037",,"134422",,,,,,,,4959,894,4065,2613,210,9,970,3,27,233,4684,748,3936,2891,162,2,746,4,7,124,275,146,129,-278,48,7,224,-1,20,109,5.87105038428693,19.5187165775401,3.27743902439024,-9.61604980975441,29.6296296296296,350,30.0268096514745,-25,285.714285714286,87.9032258064516,8.43769498715119E-15,2.05857114590712,-2.05857114590711,-9.02867647932517,0.776142334693591,0.138789655017428,3.6338367439649,-0.0249010287431232,0.395019690927605,2.05121793755766
"Census Tract 1344.23, Los Angeles County, California","Census Tract 1344.23","06037134423","00","06","037",,"134423",,,,,,,,3338,565,2773,1954,97,8,515,1,12,186,3414,419,2995,2301,86,4,489,2,2,111,-76,146,-222,-347,11,4,26,-1,10,75,-2.22612770943175,34.8448687350835,-7.41235392320534,-15.0803998261625,12.7906976744186,100,5.31697341513292,-50,500,67.5675675675676,-5.32907051820075E-15,4.65330961960812,-4.65330961960813,-8.86089878388182,0.386892445479668,0.122499853456479,1.10502589871544,-0.0286242494251457,0.3009143964706,2.32088081957667
"Census Tract 1344.24, Los Angeles County, California","Census Tract 1344.24","06037134424","00","06","037",,"134424",,,,,,,,2862,243,2619,1890,74,0,540,0,13,102,2887,194,2693,2063,48,1,476,0,19,86,-25,49,-74,-173,26,-1,64,0,-6,16,-0.865950813993765,25.2577319587629,-2.74786483475678,-8.38584585555017,54.1666666666667,-100,13.4453781512605,,-31.5789473684211,18.6046511627907,1.33226762955019E-15,1.77078772114423,-1.77078772114423,-5.4205253217089,0.922978909528896,-0.0346380325597506,2.3802210298606,0,-0.203894805916883,0.585070499651804
"Census Tract 1345.20, Los Angeles County, California","Census Tract 1345.20","06037134520","00","06","037",,"134520",,,,,,,,5601,3958,1643,750,189,4,497,2,62,139,5453,3968,1485,795,151,10,418,3,29,79,148,-10,158,-45,38,-6,79,-1,33,60,2.71410232899321,-0.252016129032258,10.6397306397306,-5.66037735849057,25.1655629139073,-60,18.8995215311005,-33.3333333333333,113.793103448276,75.9493670886076,5.32907051820075E-15,-2.10133155533745,2.10133155533745,-1.18866476549716,0.605279512287453,-0.111969473895721,1.20791023504389,-0.0193076784479521,0.575127840110551,1.03295588573639
"Census Tract 1345.21, Los Angeles County, California","Census Tract 1345.21","06037134521","00","06","037",,"134521",,,,,,,,2972,2627,345,115,56,5,132,3,11,23,3126,2821,305,162,25,2,87,0,14,15,-154,-194,40,-47,31,3,45,3,-3,8,-4.92642354446577,-6.87699397376817,13.1147540983607,-29.0123456790123,124,150,51.7241379310345,,-21.4285714285714,53.3333333333333,1.33226762955019E-15,-1.85146675002088,1.85146675002088,-1.31289346763006,1.08450894637,0.10425735097205,1.6583441616314,0.100942126514132,-0.0777355553087077,0.294043187472068
"Census Tract 1345.22, Los Angeles County, California","Census Tract 1345.22","06037134522","00","06","037",,"134522",,,,,,,,4015,2869,1146,529,140,12,364,2,16,83,3954,2768,1186,613,196,6,285,19,5,62,61,101,-40,-84,-56,6,79,-17,11,21,1.54274152756702,3.64884393063584,-3.37268128161889,-13.7030995106036,-28.5714285714286,100,27.719298245614,-89.4736842105263,220,33.8709677419355,-5.55111512312578E-15,1.45197794562751,-1.45197794562752,-2.32769627805693,-1.4700815291166,0.147134134703511,1.85811174710919,-0.430712849071924,0.272051380413989,0.499215448391244
"Census Tract 1347.10, Los Angeles County, California","Census Tract 1347.10","06037134710","00","06","037",,"134710",,,,,,,,5183,3593,1590,668,190,13,559,8,49,103,5287,3646,1641,739,169,8,617,0,25,83,-104,-53,-51,-71,21,5,-58,8,24,20,-1.96708908643843,-1.45364783324191,-3.10786106032907,-9.60757780784844,12.4260355029586,62.5,-9.40032414910859,,96,24.0963855421687,5.55111512312578E-15,0.361182097077861,-0.361182097077856,-1.08939246867104,0.469310834576132,0.0995054433130441,-0.884874789439993,0.154350762106888,0.472540464433911,0.417377656603201
"Census Tract 1347.20, Los Angeles County, California","Census Tract 1347.20","06037134720","00","06","037",,"134720",,,,,,,,5011,2553,2458,1053,250,8,950,11,37,149,4594,2066,2528,1276,288,5,797,5,24,133,417,487,-70,-223,-38,3,153,6,13,16,9.07705703090988,23.5721200387222,-2.76898734177215,-17.4764890282132,-13.1944444444444,60,19.1969887076537,120,54.1666666666667,12.0300751879699,5.32907051820075E-15,5.97621236761928,-5.97621236761927,-6.76158945748174,-1.28002243562204,0.0508111584205649,1.60957604198061,0.110679448183087,0.215955025196201,0.0783778517040482
"Census Tract 1348.01, Los Angeles County, California","Census Tract 1348.01","06037134801","00","06","037",,"134801",,,,,,,,3177,1434,1743,891,142,6,568,2,33,101,2898,1250,1648,976,123,9,437,4,3,96,279,184,95,-85,19,-3,131,-2,30,5,9.62732919254658,14.72,5.76456310679612,-8.70901639344262,15.4471544715447,-33.3333333333333,29.9771167048055,-50,1000,5.20833333333333,-5.32907051820075E-15,2.0037263170654,-2.0037263170654,-5.63307311675337,0.225319014578776,-0.121701593557733,2.79913665182787,-0.0750737540982645,0.935196100856897,-0.133529619919569
"Census Tract 1348.02, Los Angeles County, California","Census Tract 1348.02","06037134802","00","06","037",,"134802",,,,,,,,3196,1669,1527,869,111,8,427,0,12,100,3051,1531,1520,1015,96,8,327,1,7,66,145,138,7,-146,15,0,100,-1,5,34,4.75254015077024,9.01371652514696,0.460526315789474,-14.384236453202,15.625,0,30.5810397553517,-100,71.4285714285714,51.5151515151515,-5.32907051820075E-15,2.04125814429623,-2.04125814429624,-6.07754325814512,0.32658202300565,-0.0118962206527415,2.64265311974284,-0.0327761389708292,0.146036363875034,0.965685966848925
"Census Tract 1349.01, Los Angeles County, California","Census Tract 1349.01","06037134901","00","06","037",,"134901",,,,,,,,3266,912,2354,1723,134,7,294,5,28,163,3069,775,2294,1799,132,7,231,1,13,111,197,137,60,-76,2,0,63,4,15,52,6.41902899967416,17.6774193548387,2.615518744551,-4.22456920511395,1.51515151515152,0,27.2727272727273,400,115.384615384615,46.8468468468468,-5.77315972805081E-15,2.67154088342086,-2.67154088342086,-5.86277806809976,-0.198197130421614,-0.0137578698707039,1.4749553891841,0.120508564298936,0.433727073791867,1.37400115769632
"Census Tract 1349.04, Los Angeles County, California","Census Tract 1349.04","06037134904","00","06","037",,"134904",,,,,,,,4368,2347,2021,1197,209,11,406,4,19,175,4338,2363,1975,1281,179,9,404,2,3,97,30,-16,46,-84,30,2,2,2,16,78,0.691562932226833,-0.67710537452391,2.32911392405063,-6.55737704918033,16.7597765363128,22.2222222222222,0.495049504950495,100,533.333333333333,80.4123711340206,5.55111512312578E-15,-0.740421980048533,0.740421980048539,-2.1258910522396,0.658473039178433,0.0443626221634521,-0.0181756924495513,0.0454708960933027,0.365825391759002,1.7703567755435
"Census Tract 1349.05, Los Angeles County, California","Census Tract 1349.05","06037134905","00","06","037",,"134905",,,,,,,,5219,757,4462,2695,701,9,706,3,47,301,2819,355,2464,1726,244,8,352,4,10,120,2400,402,1998,969,457,1,354,-1,37,181,85.1365732529266,113.239436619718,81.0876623376623,56.1413673232909,187.295081967213,12.5,100.568181818182,-25,370,150.833333333333,0,1.91157625890229,-1.91157625890229,-9.58914072323266,4.77614028095151,-0.111341748615331,1.04079827840005,-0.0844120124567362,0.545819940117021,1.51055972593386
"Census Tract 1349.06, Los Angeles County, California","Census Tract 1349.06","06037134906","00","06","037",,"134906",,,,,,,,3115,1653,1462,653,207,5,441,2,41,113,2821,1378,1443,688,196,5,471,0,13,70,294,275,19,-35,11,0,-30,2,28,43,10.4218362282878,19.9564586357039,1.31670131670132,-5.08720930232558,5.61224489795918,0,-6.36942675159236,,215.384615384615,61.4285714285714,5.32907051820075E-15,4.21788432661938,-4.21788432661938,-3.42543284913709,-0.302625971346522,-0.0167284690662726,-2.53890364800115,0.0642054574638844,0.855382384922073,1.1462187685457
"Census Tract 1349.07, Los Angeles County, California","Census Tract 1349.07","06037134907","00","06","037",,"134907",,,,,,,,2953,554,2399,1293,423,1,456,10,21,195,1395,275,1120,599,158,3,285,3,9,63,1558,279,1279,694,265,-2,171,7,12,132,111.68458781362,101.454545454545,114.196428571429,115.859766277129,167.721518987342,-66.6666666666667,60,233.333333333333,133.333333333333,209.52380952381,-2.77555756156289E-15,-0.952679190228758,0.952679190228756,0.84691225859857,2.99825097373791,-0.18118989618722,-4.98818405922172,0.123584909095543,0.065979922003867,2.08732508220181
"Census Tract 1351.02, Los Angeles County, California","Census Tract 1351.02","06037135102","00","06","037",,"135102",,,,,,,,3612,738,2874,1993,154,4,461,10,40,212,3513,615,2898,2260,119,8,367,6,11,127,99,123,-24,-267,35,-4,94,4,29,85,2.81810418445773,20,-0.82815734989648,-11.8141592920354,29.4117647058824,-50,25.6130790190736,66.6666666666667,263.636363636364,66.9291338582677,8.43769498715119E-15,2.92548890547024,-2.92548890547023,-9.155292208437,0.876147730357013,-0.116983619456163,2.3161007099402,0.106060735020281,0.794297024908905,2.25418072219653
"Census Tract 1351.11, Los Angeles County, California","Census Tract 1351.11","06037135111","00","06","037",,"135111",,,,,,,,3118,800,2318,1591,139,4,396,3,26,159,2967,691,2276,1731,122,8,296,2,8,109,151,109,42,-140,17,-4,100,1,18,50,5.08931580721267,15.7742402315485,1.84534270650264,-8.08781051415367,13.9344262295082,-50,33.7837837837838,50,225,45.8715596330275,0,2.36795470725338,-2.36795470725338,-7.31546044332428,0.346088348787701,-0.141345261853015,2.72404186050836,0.0288073663840842,0.564235238467703,1.42567818377608
"Census Tract 1351.13, Los Angeles County, California","Census Tract 1351.13","06037135113","00","06","037",,"135113",,,,,,,,3240,537,2703,1535,319,8,608,0,47,186,2795,379,2416,1467,263,10,523,12,18,123,445,158,287,68,56,-2,85,-12,29,63,15.9212880143113,41.688654353562,11.8791390728477,4.63531015678255,21.2927756653992,-20,16.2523900573614,-100,161.111111111111,51.219512195122,-2.66453525910038E-15,3.0141456304247,-3.0141456304247,-5.11003997438106,0.436018905011153,-0.110868172883677,0.0534464100355597,-0.429338103756708,0.806610128315555,1.34002517723448
"Census Tract 1351.15, Los Angeles County, California","Census Tract 1351.15","06037135115","00","06","037",,"135115",,,,,,,,4698,523,4175,1710,214,3,1958,8,45,237,2973,308,2665,1457,139,8,944,0,3,114,1725,215,1510,253,75,-5,1014,8,42,123,58.0221997981836,69.8051948051948,56.6604127579737,17.3644474948524,53.9568345323741,-62.5,107.415254237288,,1400,107.894736842105,-5.55111512312578E-15,0.772490945542664,-0.77249094554267,-12.6092688603562,-0.120282199222548,-0.205231502423472,9.92487087920703,0.170285227756492,0.85694623256821,1.21018927692786
