Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003
"06037535501","Census Tract 5355.01, Los Angeles County, California","ACSSF","ca","140","00","0005945",,,,,"06","037",,,"535501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535501","Census Tract 5355.01",,,,898,198,700,22.05,77.95
"06037535502","Census Tract 5355.02, Los Angeles County, California","ACSSF","ca","140","00","0005946",,,,,"06","037",,,"535502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535502","Census Tract 5355.02",,,,1306,491,815,37.6,62.4
"06037535503","Census Tract 5355.03, Los Angeles County, California","ACSSF","ca","140","00","0005947",,,,,"06","037",,,"535503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535503","Census Tract 5355.03",,,,668,282,386,42.22,57.78
"06037535603","Census Tract 5356.03, Los Angeles County, California","ACSSF","ca","140","00","0005948",,,,,"06","037",,,"535603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535603","Census Tract 5356.03",,,,994,279,715,28.07,71.93
"06037535604","Census Tract 5356.04, Los Angeles County, California","ACSSF","ca","140","00","0005949",,,,,"06","037",,,"535604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535604","Census Tract 5356.04",,,,1027,399,628,38.85,61.15
"06037535605","Census Tract 5356.05, Los Angeles County, California","ACSSF","ca","140","00","0005950",,,,,"06","037",,,"535605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535605","Census Tract 5356.05",,,,1119,344,775,30.74,69.26
"06037535606","Census Tract 5356.06, Los Angeles County, California","ACSSF","ca","140","00","0005951",,,,,"06","037",,,"535606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535606","Census Tract 5356.06",,,,462,193,269,41.77,58.23
"06037535607","Census Tract 5356.07, Los Angeles County, California","ACSSF","ca","140","00","0005952",,,,,"06","037",,,"535607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535607","Census Tract 5356.07",,,,1011,695,316,68.74,31.26
"06037535701","Census Tract 5357.01, Los Angeles County, California","ACSSF","ca","140","00","0005953",,,,,"06","037",,,"535701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535701","Census Tract 5357.01",,,,1404,523,881,37.25,62.75
"06037535702","Census Tract 5357.02, Los Angeles County, California","ACSSF","ca","140","00","0005954",,,,,"06","037",,,"535702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535702","Census Tract 5357.02",,,,1395,413,982,29.61,70.39
"06037535802","Census Tract 5358.02, Los Angeles County, California","ACSSF","ca","140","00","0005955",,,,,"06","037",,,"535802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535802","Census Tract 5358.02",,,,1540,815,725,52.92,47.08
"06037535803","Census Tract 5358.03, Los Angeles County, California","ACSSF","ca","140","00","0005956",,,,,"06","037",,,"535803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535803","Census Tract 5358.03",,,,973,322,651,33.09,66.91
"06037535804","Census Tract 5358.04, Los Angeles County, California","ACSSF","ca","140","00","0005957",,,,,"06","037",,,"535804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535804","Census Tract 5358.04",,,,1450,519,931,35.79,64.21
"06037535901","Census Tract 5359.01, Los Angeles County, California","ACSSF","ca","140","00","0005958",,,,,"06","037",,,"535901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535901","Census Tract 5359.01",,,,1652,793,859,48,52
"06037535902","Census Tract 5359.02, Los Angeles County, California","ACSSF","ca","140","00","0005959",,,,,"06","037",,,"535902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037535902","Census Tract 5359.02",,,,1419,971,448,68.43,31.57
"06037536000","Census Tract 5360, Los Angeles County, California","ACSSF","ca","140","00","0005960",,,,,"06","037",,,"536000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536000","Census Tract 5360",,,,978,271,707,27.71,72.29
"06037536102","Census Tract 5361.02, Los Angeles County, California","ACSSF","ca","140","00","0005961",,,,,"06","037",,,"536102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536102","Census Tract 5361.02",,,,1012,730,282,72.13,27.87
"06037536103","Census Tract 5361.03, Los Angeles County, California","ACSSF","ca","140","00","0005962",,,,,"06","037",,,"536103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536103","Census Tract 5361.03",,,,1425,753,672,52.84,47.16
"06037536104","Census Tract 5361.04, Los Angeles County, California","ACSSF","ca","140","00","0005963",,,,,"06","037",,,"536104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536104","Census Tract 5361.04",,,,1029,449,580,43.63,56.37
"06037536201","Census Tract 5362.01, Los Angeles County, California","ACSSF","ca","140","00","0005964",,,,,"06","037",,,"536201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536201","Census Tract 5362.01",,,,891,656,235,73.63,26.37
"06037536202","Census Tract 5362.02, Los Angeles County, California","ACSSF","ca","140","00","0005965",,,,,"06","037",,,"536202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037536202","Census Tract 5362.02",,,,1205,621,584,51.54,48.46
"06037540000","Census Tract 5400, Los Angeles County, California","ACSSF","ca","140","00","0005966",,,,,"06","037",,,"540000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540000","Census Tract 5400",,,,1576,638,938,40.48,59.52
"06037540101","Census Tract 5401.01, Los Angeles County, California","ACSSF","ca","140","00","0005967",,,,,"06","037",,,"540101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540101","Census Tract 5401.01",,,,1515,1080,435,71.29,28.71
"06037540102","Census Tract 5401.02, Los Angeles County, California","ACSSF","ca","140","00","0005968",,,,,"06","037",,,"540102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540102","Census Tract 5401.02",,,,1341,1007,334,75.09,24.91
"06037540201","Census Tract 5402.01, Los Angeles County, California","ACSSF","ca","140","00","0005969",,,,,"06","037",,,"540201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540201","Census Tract 5402.01",,,,550,92,458,16.73,83.27
"06037540202","Census Tract 5402.02, Los Angeles County, California","ACSSF","ca","140","00","0005970",,,,,"06","037",,,"540202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540202","Census Tract 5402.02",,,,1565,338,1227,21.6,78.4
"06037540203","Census Tract 5402.03, Los Angeles County, California","ACSSF","ca","140","00","0005971",,,,,"06","037",,,"540203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540203","Census Tract 5402.03",,,,1307,403,904,30.83,69.17
"06037540300","Census Tract 5403, Los Angeles County, California","ACSSF","ca","140","00","0005972",,,,,"06","037",,,"540300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540300","Census Tract 5403",,,,1203,770,433,64.01,35.99
"06037540400","Census Tract 5404, Los Angeles County, California","ACSSF","ca","140","00","0005973",,,,,"06","037",,,"540400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540400","Census Tract 5404",,,,450,213,237,47.33,52.67
"06037540501","Census Tract 5405.01, Los Angeles County, California","ACSSF","ca","140","00","0005974",,,,,"06","037",,,"540501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540501","Census Tract 5405.01",,,,906,553,353,61.04,38.96
"06037540502","Census Tract 5405.02, Los Angeles County, California","ACSSF","ca","140","00","0005975",,,,,"06","037",,,"540502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540502","Census Tract 5405.02",,,,1613,221,1392,13.7,86.3
"06037540600","Census Tract 5406, Los Angeles County, California","ACSSF","ca","140","00","0005976",,,,,"06","037",,,"540600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540600","Census Tract 5406",,,,1169,405,764,34.64,65.36
"06037540700","Census Tract 5407, Los Angeles County, California","ACSSF","ca","140","00","0005977",,,,,"06","037",,,"540700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540700","Census Tract 5407",,,,835,429,406,51.38,48.62
"06037540800","Census Tract 5408, Los Angeles County, California","ACSSF","ca","140","00","0005978",,,,,"06","037",,,"540800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540800","Census Tract 5408",,,,1456,1011,445,69.44,30.56
"06037540901","Census Tract 5409.01, Los Angeles County, California","ACSSF","ca","140","00","0005979",,,,,"06","037",,,"540901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540901","Census Tract 5409.01",,,,1216,810,406,66.61,33.39
"06037540902","Census Tract 5409.02, Los Angeles County, California","ACSSF","ca","140","00","0005980",,,,,"06","037",,,"540902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037540902","Census Tract 5409.02",,,,1489,953,536,64,36
"06037541003","Census Tract 5410.03, Los Angeles County, California","ACSSF","ca","140","00","0005981",,,,,"06","037",,,"541003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541003","Census Tract 5410.03",,,,1357,1150,207,84.75,15.25
"06037541100","Census Tract 5411, Los Angeles County, California","ACSSF","ca","140","00","0005982",,,,,"06","037",,,"541100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541100","Census Tract 5411",,,,886,617,269,69.64,30.36
"06037541200","Census Tract 5412, Los Angeles County, California","ACSSF","ca","140","00","0005983",,,,,"06","037",,,"541200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541200","Census Tract 5412",,,,1876,1467,409,78.2,21.8
"06037541300","Census Tract 5413, Los Angeles County, California","ACSSF","ca","140","00","0005984",,,,,"06","037",,,"541300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541300","Census Tract 5413",,,,1479,1116,363,75.46,24.54
"06037541401","Census Tract 5414.01, Los Angeles County, California","ACSSF","ca","140","00","0005985",,,,,"06","037",,,"541401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541401","Census Tract 5414.01",,,,942,259,683,27.49,72.51
"06037541402","Census Tract 5414.02, Los Angeles County, California","ACSSF","ca","140","00","0005986",,,,,"06","037",,,"541402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541402","Census Tract 5414.02",,,,815,490,325,60.12,39.88
"06037541500","Census Tract 5415, Los Angeles County, California","ACSSF","ca","140","00","0005987",,,,,"06","037",,,"541500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541500","Census Tract 5415",,,,1380,508,872,36.81,63.19
"06037541603","Census Tract 5416.03, Los Angeles County, California","ACSSF","ca","140","00","0005988",,,,,"06","037",,,"541603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541603","Census Tract 5416.03",,,,743,356,387,47.91,52.09
"06037541604","Census Tract 5416.04, Los Angeles County, California","ACSSF","ca","140","00","0005989",,,,,"06","037",,,"541604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541604","Census Tract 5416.04",,,,1348,401,947,29.75,70.25
"06037541605","Census Tract 5416.05, Los Angeles County, California","ACSSF","ca","140","00","0005990",,,,,"06","037",,,"541605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541605","Census Tract 5416.05",,,,1491,708,783,47.48,52.52
"06037541606","Census Tract 5416.06, Los Angeles County, California","ACSSF","ca","140","00","0005991",,,,,"06","037",,,"541606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541606","Census Tract 5416.06",,,,675,155,520,22.96,77.04
"06037541700","Census Tract 5417, Los Angeles County, California","ACSSF","ca","140","00","0005992",,,,,"06","037",,,"541700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541700","Census Tract 5417",,,,1347,957,390,71.05,28.95
"06037541801","Census Tract 5418.01, Los Angeles County, California","ACSSF","ca","140","00","0005993",,,,,"06","037",,,"541801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541801","Census Tract 5418.01",,,,1139,486,653,42.67,57.33
"06037541802","Census Tract 5418.02, Los Angeles County, California","ACSSF","ca","140","00","0005994",,,,,"06","037",,,"541802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037541802","Census Tract 5418.02",,,,1231,915,316,74.33,25.67
"06037542000","Census Tract 5420, Los Angeles County, California","ACSSF","ca","140","00","0005995",,,,,"06","037",,,"542000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542000","Census Tract 5420",,,,1155,846,309,73.25,26.75
"06037542103","Census Tract 5421.03, Los Angeles County, California","ACSSF","ca","140","00","0005996",,,,,"06","037",,,"542103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542103","Census Tract 5421.03",,,,776,414,362,53.35,46.65
"06037542104","Census Tract 5421.04, Los Angeles County, California","ACSSF","ca","140","00","0005997",,,,,"06","037",,,"542104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542104","Census Tract 5421.04",,,,871,474,397,54.42,45.58
"06037542105","Census Tract 5421.05, Los Angeles County, California","ACSSF","ca","140","00","0005998",,,,,"06","037",,,"542105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542105","Census Tract 5421.05",,,,1172,428,744,36.52,63.48
"06037542106","Census Tract 5421.06, Los Angeles County, California","ACSSF","ca","140","00","0005999",,,,,"06","037",,,"542106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542106","Census Tract 5421.06",,,,756,301,455,39.81,60.19
"06037542200","Census Tract 5422, Los Angeles County, California","ACSSF","ca","140","00","0006000",,,,,"06","037",,,"542200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542200","Census Tract 5422",,,,1464,1074,390,73.36,26.64
"06037542401","Census Tract 5424.01, Los Angeles County, California","ACSSF","ca","140","00","0006001",,,,,"06","037",,,"542401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542401","Census Tract 5424.01",,,,1200,792,408,66,34
"06037542402","Census Tract 5424.02, Los Angeles County, California","ACSSF","ca","140","00","0006002",,,,,"06","037",,,"542402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542402","Census Tract 5424.02",,,,942,620,322,65.82,34.18
"06037542501","Census Tract 5425.01, Los Angeles County, California","ACSSF","ca","140","00","0006003",,,,,"06","037",,,"542501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542501","Census Tract 5425.01",,,,1250,563,687,45.04,54.96
"06037542502","Census Tract 5425.02, Los Angeles County, California","ACSSF","ca","140","00","0006004",,,,,"06","037",,,"542502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542502","Census Tract 5425.02",,,,1376,463,913,33.65,66.35
"06037542601","Census Tract 5426.01, Los Angeles County, California","ACSSF","ca","140","00","0006005",,,,,"06","037",,,"542601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542601","Census Tract 5426.01",,,,814,251,563,30.84,69.16
"06037542602","Census Tract 5426.02, Los Angeles County, California","ACSSF","ca","140","00","0006006",,,,,"06","037",,,"542602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542602","Census Tract 5426.02",,,,1394,618,776,44.33,55.67
"06037542700","Census Tract 5427, Los Angeles County, California","ACSSF","ca","140","00","0006007",,,,,"06","037",,,"542700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542700","Census Tract 5427",,,,1440,973,467,67.57,32.43
"06037542800","Census Tract 5428, Los Angeles County, California","ACSSF","ca","140","00","0006008",,,,,"06","037",,,"542800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542800","Census Tract 5428",,,,967,813,154,84.07,15.93
"06037542900","Census Tract 5429, Los Angeles County, California","ACSSF","ca","140","00","0006009",,,,,"06","037",,,"542900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037542900","Census Tract 5429",,,,810,572,238,70.62,29.38
"06037543000","Census Tract 5430, Los Angeles County, California","ACSSF","ca","140","00","0006010",,,,,"06","037",,,"543000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543000","Census Tract 5430",,,,1224,866,358,70.75,29.25
"06037543100","Census Tract 5431, Los Angeles County, California","ACSSF","ca","140","00","0006011",,,,,"06","037",,,"543100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543100","Census Tract 5431",,,,1884,1555,329,82.54,17.46
"06037543201","Census Tract 5432.01, Los Angeles County, California","ACSSF","ca","140","00","0006012",,,,,"06","037",,,"543201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543201","Census Tract 5432.01",,,,903,526,377,58.25,41.75
"06037543203","Census Tract 5432.03, Los Angeles County, California","ACSSF","ca","140","00","0006013",,,,,"06","037",,,"543203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543203","Census Tract 5432.03",,,,1123,487,636,43.37,56.63
"06037543304","Census Tract 5433.04, Los Angeles County, California","ACSSF","ca","140","00","0006014",,,,,"06","037",,,"543304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543304","Census Tract 5433.04",,,,2137,1915,222,89.61,10.39
"06037543305","Census Tract 5433.05, Los Angeles County, California","ACSSF","ca","140","00","0006015",,,,,"06","037",,,"543305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543305","Census Tract 5433.05",,,,1243,1172,71,94.29,5.71
"06037543306","Census Tract 5433.06, Los Angeles County, California","ACSSF","ca","140","00","0006016",,,,,"06","037",,,"543306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543306","Census Tract 5433.06",,,,1815,1322,493,72.84,27.16
"06037543321","Census Tract 5433.21, Los Angeles County, California","ACSSF","ca","140","00","0006017",,,,,"06","037",,,"543321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543321","Census Tract 5433.21",,,,2036,1600,436,78.59,21.41
"06037543322","Census Tract 5433.22, Los Angeles County, California","ACSSF","ca","140","00","0006018",,,,,"06","037",,,"543322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543322","Census Tract 5433.22",,,,2094,1926,168,91.98,8.02
"06037543400","Census Tract 5434, Los Angeles County, California","ACSSF","ca","140","00","0006019",,,,,"06","037",,,"543400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543400","Census Tract 5434",,,,952,790,162,82.98,17.02
"06037543501","Census Tract 5435.01, Los Angeles County, California","ACSSF","ca","140","00","0006020",,,,,"06","037",,,"543501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543501","Census Tract 5435.01",,,,1875,995,880,53.07,46.93
"06037543502","Census Tract 5435.02, Los Angeles County, California","ACSSF","ca","140","00","0006021",,,,,"06","037",,,"543502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543502","Census Tract 5435.02",,,,1699,1142,557,67.22,32.78
"06037543503","Census Tract 5435.03, Los Angeles County, California","ACSSF","ca","140","00","0006022",,,,,"06","037",,,"543503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543503","Census Tract 5435.03",,,,1884,1181,703,62.69,37.31
"06037543601","Census Tract 5436.01, Los Angeles County, California","ACSSF","ca","140","00","0006023",,,,,"06","037",,,"543601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543601","Census Tract 5436.01",,,,1154,746,408,64.64,35.36
"06037543603","Census Tract 5436.03, Los Angeles County, California","ACSSF","ca","140","00","0006024",,,,,"06","037",,,"543603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543603","Census Tract 5436.03",,,,1431,1373,58,95.95,4.05
"06037543605","Census Tract 5436.05, Los Angeles County, California","ACSSF","ca","140","00","0006025",,,,,"06","037",,,"543605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543605","Census Tract 5436.05",,,,1530,1282,248,83.79,16.21
"06037543606","Census Tract 5436.06, Los Angeles County, California","ACSSF","ca","140","00","0006026",,,,,"06","037",,,"543606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543606","Census Tract 5436.06",,,,1229,677,552,55.09,44.91
"06037543607","Census Tract 5436.07, Los Angeles County, California","ACSSF","ca","140","00","0006027",,,,,"06","037",,,"543607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543607","Census Tract 5436.07",,,,1344,1230,114,91.52,8.48
"06037543701","Census Tract 5437.01, Los Angeles County, California","ACSSF","ca","140","00","0006028",,,,,"06","037",,,"543701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543701","Census Tract 5437.01",,,,676,556,120,82.25,17.75
"06037543703","Census Tract 5437.03, Los Angeles County, California","ACSSF","ca","140","00","0006029",,,,,"06","037",,,"543703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543703","Census Tract 5437.03",,,,1047,706,341,67.43,32.57
"06037543704","Census Tract 5437.04, Los Angeles County, California","ACSSF","ca","140","00","0006030",,,,,"06","037",,,"543704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543704","Census Tract 5437.04",,,,819,627,192,76.56,23.44
"06037543705","Census Tract 5437.05, Los Angeles County, California","ACSSF","ca","140","00","0006031",,,,,"06","037",,,"543705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543705","Census Tract 5437.05",,,,990,654,336,66.06,33.94
"06037543801","Census Tract 5438.01, Los Angeles County, California","ACSSF","ca","140","00","0006032",,,,,"06","037",,,"543801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543801","Census Tract 5438.01",,,,1300,1013,287,77.92,22.08
"06037543803","Census Tract 5438.03, Los Angeles County, California","ACSSF","ca","140","00","0006033",,,,,"06","037",,,"543803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543803","Census Tract 5438.03",,,,1349,866,483,64.2,35.8
"06037543804","Census Tract 5438.04, Los Angeles County, California","ACSSF","ca","140","00","0006034",,,,,"06","037",,,"543804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543804","Census Tract 5438.04",,,,796,578,218,72.61,27.39
"06037543903","Census Tract 5439.03, Los Angeles County, California","ACSSF","ca","140","00","0006035",,,,,"06","037",,,"543903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543903","Census Tract 5439.03",,,,1116,780,336,69.89,30.11
"06037543905","Census Tract 5439.05, Los Angeles County, California","ACSSF","ca","140","00","0006036",,,,,"06","037",,,"543905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037543905","Census Tract 5439.05",,,,1056,483,573,45.74,54.26
"06037544001","Census Tract 5440.01, Los Angeles County, California","ACSSF","ca","140","00","0006037",,,,,"06","037",,,"544001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037544001","Census Tract 5440.01",,,,1269,906,363,71.39,28.61
"06037544002","Census Tract 5440.02, Los Angeles County, California","ACSSF","ca","140","00","0006038",,,,,"06","037",,,"544002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037544002","Census Tract 5440.02",,,,842,578,264,68.65,31.35
"06037550101","Census Tract 5501.01, Los Angeles County, California","ACSSF","ca","140","00","0006039",,,,,"06","037",,,"550101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550101","Census Tract 5501.01",,,,1051,905,146,86.11,13.89
"06037550201","Census Tract 5502.01, Los Angeles County, California","ACSSF","ca","140","00","0006040",,,,,"06","037",,,"550201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550201","Census Tract 5502.01",,,,774,436,338,56.33,43.67
"06037550202","Census Tract 5502.02, Los Angeles County, California","ACSSF","ca","140","00","0006041",,,,,"06","037",,,"550202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550202","Census Tract 5502.02",,,,1484,1131,353,76.21,23.79
"06037550301","Census Tract 5503.01, Los Angeles County, California","ACSSF","ca","140","00","0006042",,,,,"06","037",,,"550301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550301","Census Tract 5503.01",,,,1086,729,357,67.13,32.87
"06037550501","Census Tract 5505.01, Los Angeles County, California","ACSSF","ca","140","00","0006043",,,,,"06","037",,,"550501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550501","Census Tract 5505.01",,,,1094,444,650,40.59,59.41
"06037550502","Census Tract 5505.02, Los Angeles County, California","ACSSF","ca","140","00","0006044",,,,,"06","037",,,"550502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550502","Census Tract 5505.02",,,,1215,925,290,76.13,23.87
"06037550601","Census Tract 5506.01, Los Angeles County, California","ACSSF","ca","140","00","0006045",,,,,"06","037",,,"550601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550601","Census Tract 5506.01",,,,1870,970,900,51.87,48.13
"06037550602","Census Tract 5506.02, Los Angeles County, California","ACSSF","ca","140","00","0006046",,,,,"06","037",,,"550602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550602","Census Tract 5506.02",,,,1159,1000,159,86.28,13.72
"06037550700","Census Tract 5507, Los Angeles County, California","ACSSF","ca","140","00","0006047",,,,,"06","037",,,"550700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037550700","Census Tract 5507",,,,1999,1533,466,76.69,23.31
