X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.309224200079,34.2508643299652,980,0,2559031900,OPLA,Owned,General Services,RE40-1,MCGROARTY ST/GLENTIES LN,Los Angeles,SUNLAND-TUJUNGA,-118.3092242,34.25086433,7,2064.2584,None
-118.31677870014,34.2577776798436,981,0,2560014901,Not Classified,Owned,General Services, ,QUILL AVE/WYNGATE ST,LOS ANGELES,UNKNOWN,-118.3167787,34.25777768,7,345.2113505,None
-118.316897199604,34.2578908900422,982,0,2560015900,Not Classified,Owned,General Services,R1-1,QUILL AVE/WESCOTT AVE,LOS ANGELES,UNKNOWN,-118.3168972,34.25789089,7,74.94559997,None
-118.312268499847,34.258153759886,983,0,2560040903,Not Classified,Owned,General Services,R3-1,O'DELL AVE/WYNGATE ST,LOS ANGELES,UNKNOWN,-118.3122685,34.25815376,7,282.5742006, 
-118.281872899976,34.250224180038,984,0,2568002901,OPLA,Owned,General Services,RD3-1,10008 N MARCUS AVE,Los Angeles,LOS ANGELES,-118.2818729,34.25022418,7,629.1666503, 
-118.267742299945,34.2501251605463,985,0,2571009906,Not Classified,Owned,General Services,R1-1,AMANITA AVE/DAY ST,LOS ANGELES,UNKNOWN,-118.2677423,34.25012516,7,150.9706191, 
-118.269823099977,34.2518287498848,986,0,2571018900,Not Classified,Owned,General Services,R1-1,DAY ST/PALI AVE,LOS ANGELES,UNKNOWN,-118.2698231,34.25182875,7,193.8685588, 
-118.463896200259,34.3001163198151,987,0,2604022903,Not Classified,Owned,General Services,RA-1,EL DORADO AVE/REX ST,LOS ANGELES,UNKNOWN,-118.4638962,34.30011632,7,4359.200099, 
-118.454718499276,34.2810510703548,988,0,2612018902,Not Classified,Owned,General Services,C2-1-CPIO,RINCON AVE/PEARWOOD AVE,LOS ANGELES,UNKNOWN,-118.4547185,34.28105107,7,59.69771907,None
-118.454467099456,34.2685040306509,989,0,2615021900,Not Classified,Owned,General Services,(T)RS-1,STANWIN AVE/CHATSWORTH DR,LOS ANGELES,UNKNOWN,-118.4544671,34.26850403,7,1533.785397,None
-118.437863200293,34.2650340000994,990,0,2618002900,Not Classified,Owned,General Services,R1-1-O-CUGU,PAXTON ST/LAUREL CANYON BLVD,LOS ANGELES,UNKNOWN,-118.4378632,34.265034,7,500.0825005,None
-118.408537399602,34.2469610903316,991,0,2624014901,Not Classified,Owned,General Services,RA-1-CUGU,DEBELL ST/TELFAIR AVE,LOS ANGELES,UNKNOWN,-118.4085374,34.24696109,7,188.7128012,None
-118.414788699308,34.2341304104535,992,0,2628025900,Not Classified,Owned,General Services,R1-1,PATRICK AVE/WENTWORTH ST,LOS ANGELES,UNKNOWN,-118.4147887,34.23413041,6,396.905799, 
-118.442754100315,34.2343144095216,993,0,2639026901,Not Classified,Owned,General Services,RA-1,SUNBURST ST/COSTELLO AVE,LOS ANGELES,UNKNOWN,-118.4427541,34.23431441,6,91.45725006,None
-118.443170100242,34.2356975694331,994,0,2639029903,Not Classified,Owned,General Services,RA-1,MOONBEAM AVE/NORDHOFF ST,LOS ANGELES,UNKNOWN,-118.4431701,34.23569757,6,417.2602306,None
-118.446462500318,34.2463694599686,995,0,2644024900,Not Classified,Owned,General Services,R1-1,DORRINGTON AVE/CARL ST,LOS ANGELES,UNKNOWN,-118.4464625,34.24636946,6,184.6477693, 
-118.455987100121,34.2626308800211,996,0,2648006900,Not Classified,Owned,General Services,(T)RS-1-O,CLYMER ST/KESTLER AVE,LOS ANGELES,UNKNOWN,-118.4559871,34.26263088,7,722.1093504, 
-118.449951500288,34.2633312097274,997,0,2648019900,Not Classified,Owned,General Services,RS-1-O,STANWIN AVE/SAN JOSE ST,LOS ANGELES,UNKNOWN,-118.4499515,34.26333121,7,185.2896999,None
-118.459125599924,34.2590823298279,998,0,2649024900,Not Classified,Owned,General Services,R1-1-O,HIAWATHA ST/LEMONA AVE,LOS ANGELES,UNKNOWN,-118.4591256,34.25908233,7,614.8906001,None
-118.457643200042,34.2485742498516,999,0,2650007901,Not Classified,Owned,General Services,(T)RS-1,SALOMA AVE/LABRADOR ST,LOS ANGELES,UNKNOWN,-118.4576432,34.24857425,7,307.2535779, 
-118.453585999486,34.2436464999611,1000,0,2650025904,Not Classified,Owned,General Services,(T)RS-1,NOVICE ST/CEDROS AVE,LOS ANGELES,UNKNOWN,-118.453586,34.2436465,6,1261.786949,None
-118.470975400805,34.2249362801485,1001,0,2654019900,Not Classified,Owned,General Services,RA-1,MARKLEIN AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.4709754,34.22493628,6,455.7855502,None
-118.462163599807,34.2260201097679,1002,0,2654023900,Not Classified,Owned,General Services,R1-1,WISNER AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.4621636,34.22602011,6,110.8292499, 
-118.468157599557,34.2174291596914,1003,0,2654037902,OPLA,Owned,General Services,R3-1,LANARK ST/LANGDON AVE,Los Angeles,LOS ANGELES,-118.4681576,34.21742916,6,3171.218437,None
-118.465992300396,34.2561390996282,1004,0,2660015901,Not Classified,Owned,General Services,P-1,HALBRENT AVE/TUBA ST,LOS ANGELES,UNKNOWN,-118.4659923,34.2561391,7,244.4978,None
-118.473117400362,34.273087009833,1005,0,2662009900,Not Classified,Owned,General Services,PF-1,LAHEY ST/BLUCHER AVE,LOS ANGELES,UNKNOWN,-118.4731174,34.27308701,12,237.59445,None
-118.476738499391,34.2555214902354,1006,0,2669001900,Not Classified,Owned,General Services,A2-1,HASKELL AVE/LEMARSH ST,LOS ANGELES,UNKNOWN,-118.4767385,34.25552149,12,309.4564993, 
-118.48398539923,34.2339975697253,1007,0,2672001900,Not Classified,Owned,General Services,(T)RS-1,COLLETT AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4839854,34.23399757,12,386.0041495,None
-118.480808299717,34.2252177193458,1008,0,2673002901,Not Classified,Owned,General Services,(T)RS-1,GLORIA AVE/MALDEN ST,LOS ANGELES,UNKNOWN,-118.4808083,34.22521772,12,928.9314518, 
-118.490918999937,34.2538719995308,1009,0,2678016900,OPLA,Owned,General Services,RS-1,MAYALL ST/ODESSA AVE,Los Angeles,LOS ANGELES,-118.490919,34.253872,12,1070.823914, 
-118.49153300023,34.2538760001424,1010,0,2678020901,OPLA,Owned,General Services,RS-1,MAYALL ST/ODESSA AVE,Los Angeles,LOS ANGELES,-118.491533,34.253876,12,2296.0692,None
-118.500711900463,34.2519610597881,1011,0,2685005900,Not Classified,Owned,General Services,A2-1,VINTAGE ST/MCLENNAN AVE,LOS ANGELES,UNKNOWN,-118.5007119,34.25196106,12,958.6352497,None
-118.487340399306,34.2338437101827,1012,0,2688006900,Not Classified,Owned,General Services,RS-1,VALJEAN AVE/RAYEN ST,LOS ANGELES,UNKNOWN,-118.4873404,34.23384371,12,59.90980008,None
-118.495669500467,34.2275599904443,1013,0,2689021900,Not Classified,Owned,General Services,RA-1,BRYANT ST/RUBIO AVE,LOS ANGELES,UNKNOWN,-118.4956695,34.22755999,12,1235.968849, 
-118.507022200618,34.2239488798635,1014,0,2690018901,Not Classified,Owned,General Services,RA-1,AMESTOY AVE/RAYMER ST,LOS ANGELES,UNKNOWN,-118.5070222,34.22394888,12,495.9176515,None
-118.505911299921,34.2265401503336,1015,0,2690019903,Not Classified,Owned,General Services,RA-1,OAK PARK AVE/PARTHENIA ST,LOS ANGELES,UNKNOWN,-118.5059113,34.22654015,12,438.1304377,None
-118.505914200581,34.226206300581,1016,0,2690020901,Not Classified,Owned,General Services,RA-1,OAK PARK AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.5059142,34.2262063,12,348.0308407, 
-118.50874049989,34.2712500097372,1017,0,2696009901,Not Classified,Owned,General Services,R1-1,ALDEA AVE/LUDLOW ST,LOS ANGELES,UNKNOWN,-118.5087405,34.27125001,12,341.612956, 
-118.516075899955,34.2732736295313,1018,0,2711015903,Not Classified,Owned,General Services,RA-1,LAHEY ST/ENCINO AVE,LOS ANGELES,UNKNOWN,-118.5160759,34.27327363,12,65.98935019,None
-118.602297700213,34.2635844400871,1019,0,2722027900,Not Classified,Owned,General Services,RA-1,KINGSBURY ST/JORDAN AVE,LOS ANGELES,UNKNOWN,-118.6022977,34.26358444,12,887.1482001,None
-118.614362900031,34.2485599594605,1020,0,2727005900,Not Classified,Owned,General Services,RA-1,KINZIE ST/SHOUP AVE,LOS ANGELES,UNKNOWN,-118.6143629,34.24855996,12,600.0303003, 
-118.513281400108,34.2567652496726,1021,0,2734027900,Not Classified,Owned,General Services,RE11-1,ANDASOL AVE/TUBA ST,LOS ANGELES,UNKNOWN,-118.5132814,34.25676525,12,179.9122497, 
-118.610775700726,34.2510107501851,1022,0,2745006900,Not Classified,Owned,General Services,RE11-1,SEPTO ST/GIERSON AVE,LOS ANGELES,UNKNOWN,-118.6107757,34.25101075,12,452.1293506,None
-118.581993599971,34.2473059197412,1023,0,2748005900,Not Classified,Owned,General Services,RMP-1,COZYCRAFT AVE/SUPERIOR ST,LOS ANGELES,UNKNOWN,-118.5819936,34.24730592,12,1883.130897,None
-118.519374300778,34.2467414898067,1024,0,2755007900,Not Classified,Owned,General Services,RA-1,SUPERIOR ST/WHITE OAK AVE,LOS ANGELES,UNKNOWN,-118.5193743,34.24674149,12,1320.488953,None
-118.554979399865,34.2481777899149,1025,0,2761010901,Not Classified,Owned,General Services,RA-1,CALVIN AVE/LABRADOR ST,LOS ANGELES,UNKNOWN,-118.5549794,34.24817779,12,337.2380227, 
-118.548607099786,34.239124280171,1026,0,2762030900,Not Classified,Owned,General Services,RA-1,PRAIRIE ST/VANALDEN AVE,LOS ANGELES,UNKNOWN,-118.5486071,34.23912428,12,915.1186014, 
-118.542964299989,34.2346271106897,1027,0,2770002900,Not Classified,Owned,General Services,R1-1,SUNBURST ST/GEYSER AVE,LOS ANGELES,UNKNOWN,-118.5429643,34.23462711,12,90.00159976, 
-118.542964200276,34.234544670141,1028,0,2770012900,Not Classified,Owned,General Services,R1-1,SUNBURST ST/GEYSER AVE,LOS ANGELES,UNKNOWN,-118.5429642,34.23454467,12,90.0015998, 
-118.578543499748,34.2272191206502,1029,0,2781007900,Not Classified,Owned,General Services,RS-1,DELCO AVE/NAPA ST,LOS ANGELES,UNKNOWN,-118.5785435,34.22721912,3,115.4784321, 
-118.568918999201,34.2263513799562,1030,0,2782011900,Not Classified,Owned,General Services,RA-1,PENFIELD AVE/CHASE ST,LOS ANGELES,WINNETKA,-118.568919,34.22635138,3,90.27894989,None
-118.568864800247,34.2268407996652,1031,0,2782014901,Not Classified,Owned,General Services,(T)RS-1,PENFIELD AVE/BRYANT ST,LOS ANGELES,WINNETKA,-118.5688648,34.2268408,3,1076.186249, 
-118.542521700049,34.224987069271,1032,0,2785010901,Not Classified,Owned,General Services,R1-1,GEYSER AVE/CHASE ST,LOS ANGELES,UNKNOWN,-118.5425217,34.22498707,12,644.5222628, 
-118.540469200541,34.223867199855,1033,0,2785012901,Not Classified,Owned,General Services,RA-1,YOLANDA AVE/COMMUNITY ST,LOS ANGELES,UNKNOWN,-118.5404692,34.2238672,12,534.360751,None
-118.543143099765,34.2211271498057,1034,0,2785014900,Not Classified,Owned,General Services,RA-1,ROSCOE BLVD/GEYSER AVE,LOS ANGELES,UNKNOWN,-118.5431431,34.22112715,12,676.2361498,None
-118.381610099822,33.9688144598823,1035,0,4104017904,OPLA,Owned,General Services,MR1-1VL,LA TUHERA BLVD/78TH ST,LOS ANGELES,LOS ANGELES,-118.3816101,33.96881446,11,600.1796499, 
-118.380794800548,33.9690974903624,1036,0,4104018902,OPLA,Owned,General Services,R1-1,LA TUHERA BLVD/79TH ST,Los Angeles,LOS ANGELES,-118.3807948,33.96909749,11,579.5685998,None
-118.389944200107,33.9636202800503,1037,0,4107009904,OPLA,Owned,General Services,R1-1,83RD ST/AIRLANE AVE,Los Angeles,LOS ANGELES,-118.3899442,33.96362028,11,566.9360501,None
-118.396368999528,33.9658670000494,1038,0,4108027900,OPLA,Owned,General Services,R1-1,SEPULVEDA BLVD/80TH ST,Los Angeles,LOS ANGELES,-118.396369,33.965867,11,1200.195701,None
-118.399367999951,33.9574000001799,1039,0,4122003907,OPLA,Owned,General Services,R2-1,MANCHESTER AVE/SEPULVEDA WWAY,Los Angeles,LOS ANGELES,-118.399368,33.9574,11,1100.0011,None
-118.403096300333,33.9573847097679,1040,0,4122013900,OPLA,Owned,General Services,R1-1,8763 LIBERATOR AVE,Los Angeles,LOS ANGELES,-118.4030963,33.95738471,11,1051.093281,None
-118.381800999904,33.9600509998553,1041,0,4125006900,OPLA,Owned,General Services,R2-1,MANCHESTER AVE/WINSFORD AVE,Los Angeles,LOS ANGELES,-118.381801,33.960051,11,540.3269995, 
-118.414679000638,33.9919279996826,1042,0,4221010900,OPLA,Owned,General Services,R1-1,BRADDOCK DR/LINDBLADE DR,Los Angeles,LOS ANGELES,-118.414679,33.991928,11,400.0810498, 
-118.446963099985,33.9879110098301,1043,0,4229005901,OPLA,Owned,General Services,R1-1,3132 STANFORD AVE,Los Angeles,LOS ANGELES,-118.4469631,33.98791101,11,303.0818003,None
-118.456237999579,33.9917349996305,1044,0,4237009900,OPLA,Owned,General Services,R3-1,ALLEY NO 182/WOODLAWN AVE,Los Angeles,LOS ANGELES,-118.456238,33.991735,11,56.58299995,None
-118.461965000264,34.004469860622,1045,0,4243024900,Not Classified,Owned,General Services,OS-1XL,ROSE AVE/COURTLAND ST,LOS ANGELES,UNKNOWN,-118.461965,34.00446986,11,344.2437217, 
-118.455322699848,34.0068557402359,1046,0,4244003900,Not Classified,Owned,General Services,R1-1VLD,GLENAVON AVE/LAKE ST,LOS ANGELES,VENTURA,-118.4553227,34.00685574,11,468.0660487, 
-118.441429999756,34.0087799995743,1047,0,4246005900,OPLA,Owned,General Services,R1-1,PALMS BLVD/WASATCH AVE,Los Angeles,LOS ANGELES,-118.44143,34.00878,11,490.48565, 
-118.445280899513,34.0085724900931,1048,0,4247016901,Not Classified,Owned,General Services,R1-1,APPLETON WAY/MEIER ST,LOS ANGELES,UNKNOWN,-118.4452809,34.00857249,11,138.6274496,None
-118.444490099992,34.0112149094827,1049,0,4247021900,Not Classified,Owned,General Services,R1-1,WADE ST/STEWART AVE,LOS ANGELES,UNKNOWN,-118.4444901,34.01121491,11,339.24635,None
-118.441814999721,34.0088389997211,1050,0,4247029900,OPLA,Owned,General Services,R1-1,PALMS BLVD/STEWART AVE,Los Angeles,LOS ANGELES,-118.441815,34.008839,11,499.9853003,None
-118.440925000141,34.0130910002131,1051,0,4247031900,OPLA,Owned,General Services,R1-1,CENTINELA AVE/WOODBINE ST,Los Angeles,LOS ANGELES,-118.440925,34.013091,11,499.6769996,None
-118.422585999617,34.0161800000723,1052,0,4249032900,OPLA,Owned,General Services,R1-1,TABOR ST/SWATELL BLVD,Los Angeles,LOS ANGELES,-118.422586,34.01618,11,203.6014507, 
-118.417398400429,34.0342338903014,1053,0,4255007900,Not Classified,Owned,General Services,R1-1,DUNLEER PL/COVENTRY PL,LOS ANGELES,UNKNOWN,-118.4173984,34.03423389,5,91.13620013, 
-118.443297999677,34.0261710298101,1054,0,4257008900,OPLA,Owned,General Services,R1-1,STONER AVE/RADIO DR,Los Angeles,LOS ANGELES,-118.443298,34.02617103,11,52.16099994, 
-118.443682700502,34.0888139602334,1055,0,4370024900,Not Classified,Owned,General Services,RE20-1-H,STRADA VECHIA DR/BEL-AIR RD,LOS ANGELES,UNKNOWN,-118.4436827,34.08881396,5,4141.380568,None
-118.447496700162,34.1099441393816,1056,0,4380005900,OPLA,Owned,General Services,RE15-1,DELLWOOD LN/ELK LN,Los Angeles,LOS ANGELES,-118.4474967,34.10994414,5,460.4974497,None
-118.441130300218,34.1307967201456,1057,0,4382024900,Not Classified,Owned,General Services,OS-1XL-H,MULHOLLAND DR/BEVERLY GLEN BLVD,LOS ANGELES,LOS ANGELES,-118.4411303,34.13079672,5,12729.86885,None
-118.523708999909,34.0307840000439,1058,0,4411030900,OPLA,Owned,General Services,RE20-1,PACIFIC COAST HWY/CHAUTAUQUA BLVD,Los Angeles,LOS ANGELES,-118.523709,34.030784,11,978.3833502, 
-118.54387919997,34.0441575306892,1059,0,4415027900,OPLA,Owned,General Services,R1-1,SUNSET BLVD/LIVORNO DR,Los Angeles,LOS ANGELES,-118.5438792,34.04415753,11,49.48660005, 
-118.517048900274,34.0435877104268,1060,0,4423024900,OPLA,Owned,General Services,R1-1,CHAUTAUQUA BLVD/DRUMMOND ST,Los Angeles,LOS ANGELES,-118.5170489,34.04358771,11,5130.247457,None
-118.50328259943,34.1053049399023,1061,0,4491006900,OPLA,Owned,General Services,RE15-1-H,3401 MANDEVILLE CANYON RD,Los Angeles,LOS ANGELES,-118.5032826,34.10530494,11,1145.488022, 
-118.503883800528,34.0956637304189,1062,0,4491009900,Not Classified,Owned,General Services,RE40-1-H,MANDEVILLE CANYON RD/MERRIMAC RD,LOS ANGELES,UNKNOWN,-118.5038838,34.09566373,11,40032.90551, 
-118.480352300506,34.0742940003561,1063,0,4494003900,Not Classified,Owned,General Services,RS-1,LOCKEARN ST/NORMAN LN,LOS ANGELES,UNKNOWN,-118.4803523,34.074294,11,200.1203998,None
-118.371115399463,34.0167930797066,1064,0,5029016900,Not Classified,Owned,General Services,OS-1XL,GLENFORD ST/CARMONA AVE,LOS ANGELES,LOS ANGELES,-118.3711154,34.01679308,10,40.06735004, 
-118.371141699439,34.0167425198063,1065,0,5029018900,Not Classified,Owned,General Services,OS-1XL,GLENFORD ST/CARMONA AVE,LOS ANGELES,LOS ANGELES,-118.3711417,34.01674252,10,40.21940008,None
-118.326762600462,34.0110603096717,1066,0,5034003900,OPLA,Owned,General Services,R1-1,MARTIN LUTHER KING JR BLVD/WSIDE A,Los Angeles,LOS ANGELES,-118.3267626,34.01106031,10,5064.861246,None
-118.374449899983,34.0465165499315,1067,0,5066007907,OPLA,Owned,General Services,R1-1,AIRDROME ST/CRESCENT HEIGHTS BLVD,Los Angeles,LOS ANGELES,-118.3744499,34.04651655,10,929.7679811,None
-118.26116389939,34.0111540501331,1068,0,5114004900,OPLA,Owned,General Services,RD2-1,MARTIN LUTHER KING JR/MCKINLEY AVE,Los Angeles,LOS ANGELES,-118.2611639,34.01115405,9,1364.202401, 
-118.255748199986,34.0088093600291,1069,0,5115025900,OPLA,Owned,General Services,R2-1,41ST ST/CENTRAL AVE,Los Angeles,LOS ANGELES,-118.2557482,34.00880936,9,99.99999984,None
-118.244863799677,34.0091709102471,1070,0,5117015900,OPLA,Owned,General Services,R2-1,MORGAN AVE/40TH ST,Los Angeles,LOS ANGELES,-118.2448638,34.00917091,9,1996.440099, 
-118.278927299905,34.0434791998093,1071,0,5135019900,OPLA,Owned,General Services,RD1.5-1,1431 CONSTANCE ST,Los Angeles,LOS ANGELES,-118.2789273,34.0434792,1,0.514977544, 
-118.231175000086,34.0183509998136,1072,0,5167005900,OPLA,Owned,General Services,M3-1,SANTA FE AVE/BUTTE ST,Los Angeles,LOS ANGELES,-118.231175,34.018351,14,4475.098131,None
-118.220715000748,34.0523959999895,1073,0,5174017900,OPLA,Owned,General Services,[Q]C2-1,1430 CESAR E CHAVEZ,Los Angeles,LOS ANGELES,-118.220715,34.052396,14,156.04235, 
-118.204463000428,34.0347539999341,1074,0,5186002900,OPLA,Owned,General Services,R2-1,EUCLID AVE/LANFRANCO ST,Los Angeles,LOS ANGELES,-118.204463,34.034754,14,134.5285, 
-118.199310999679,34.0309420003874,1075,0,5186015902,OPLA,Owned,General Services,C2-1,LORENA ST/6TH ST,Los Angeles,LOS ANGELES,-118.199311,34.030942,14,600.2016089,None
-118.214941899421,34.061672699993,1076,0,5210006901,Not Classified,Owned,General Services,OS-1XL,MISSION RD/DALY ST,LOS ANGELES,UNKNOWN,-118.2149419,34.0616727,14,2187.319165,None
-118.165099800248,34.0736598097562,1077,0,5221010900,Not Classified,Owned,General Services,PF-1,VALLEY BLVD/MARIONDALE AVE,LOS ANGELES,LOS ANGELES,-118.1650998,34.07365981,14,18.16799993,None
-118.274688999885,34.0887386895492,1078,0,5425002900,OPLA,Owned,General Services,RD1.5-1VL,1514 MICHELTORENA ST,Los Angeles,LOS ANGELES,-118.274689,34.08873869,13,225.5895985, 
-118.253952500072,34.1038196096733,1079,0,5438009900,OPLA,Owned,General Services,R2-1VL,LAKE VIEW AVE/ADELBERT AVE,Los Angeles,LOS ANGELES,-118.2539525,34.10381961,13,11.32089997, 
-118.260581999495,34.09895000062,1080,0,5439004900,OPLA,Owned,General Services,R1-1VL,EDGEWATER TER/DEANE ST,Los Angeles,LOS ANGELES,-118.260582,34.09895,13,66.10204972, 
-118.252770000053,34.101494999765,1081,0,5440029900,OPLA,Owned,General Services,R2-1VL,2601 RIVERSIDE TER,Los Angeles,LOS ANGELES,-118.25277,34.101495,13,25.7842, 
-118.226533999698,34.1242990005562,1082,0,5473015900,OPLA,Owned,General Services,R1-1,YORK BLVD/AVE 42,Los Angeles,LOS ANGELES,-118.226534,34.124299,14,337.3088997,None
-118.188459000703,34.1198089998221,1083,0,5484004900,OPLA,Owned,General Services,R1-1,ALDAMA ST/MERIDIAN ST,Los Angeles,LOS ANGELES,-118.188459,34.119809,14,68.00869998,None
-118.317813100308,34.0628023998303,1084,0,5504009900,Not Classified,Owned,General Services,RE15-1-HPOZ,BRONSON AVE/6TH ST,LOS ANGELES,UNKNOWN,-118.3178131,34.0628024,4,1322.5686,None
-118.320023999749,34.0998760002364,1085,0,5545007900,OPLA,Owned,General Services,[Q]R4-1VL,GORDON ST/CARLTON WAY,Los Angeles,LOS ANGELES,-118.320024,34.099876,13,186.0000001, 
-118.341697499896,34.110797140222,1086,0,5549014901,OPLA,Owned,General Services,RE9-1,LOS TILOS RD/LA PRESA DR,Los Angeles,LOS ANGELES,-118.3416975,34.11079714,4,320.4677503, 
-118.370810900226,34.1190564600447,1087,0,5565023900,OPLA,Owned,General Services,RE11-1,WILLOW GLEN RD/WOODSTOCK RD,Los Angeles,LOS ANGELES,-118.3708109,34.11905646,4,224.7394023,None
-118.373309900158,34.1165747095294,1088,0,5565026900,Not Classified,Owned,General Services,RE11-1,DOMINION WAY/DOMINION LN,LOS ANGELES,LOS ANGELES,-118.3733099,34.11657471,4,1378.677321, 
-118.377127699692,34.1078726901236,1089,0,5567012901,Not Classified,Owned,General Services,R1-1,GROVELAND DR/KEW DR,LOS ANGELES,UNKNOWN,-118.3771277,34.10787269,4,24398.08648, 
-118.377536000158,34.1082097401432,1090,0,5567013900,Not Classified,Owned,General Services,R1-1,STANLEY HILLS PL/STANLEY HILLS DR,LOS ANGELES,UNKNOWN,-118.377536,34.10820974,4,9037.16675, 
-118.375486299801,34.1082753294942,1091,0,5567019900,OPLA,Owned,General Services,R1-1,JEWETT DR/ELUSIVE DR,Los Angeles,LOS ANGELES,-118.3754863,34.10827533,4,379.1703313,None
-118.371602399534,34.1079573304134,1092,0,5567022900,OPLA,Owned,General Services,R1-1,OAKDEN DR/UTICA DR,Los Angeles,LOS ANGELES,-118.3716024,34.10795733,4,389.6729, 
-118.374994600642,34.1075383900515,1093,0,5567024900,OPLA,Owned,General Services,R1-1,UTICA DR/WEEPAH WAY,Los Angeles,LOS ANGELES,-118.3749946,34.10753839,4,625.9286497, 
-118.347112800448,34.1134896306193,1094,0,5572011900,OPLA,Owned,General Services,RE15-1-H,CHELAN WAY/CHELAN DR,Los Angeles,LOS ANGELES,-118.3471128,34.11348963,4,120.30225, 
-118.333711100626,34.1101233993603,1095,0,5576002900,OPLA,Owned,General Services,R1-1,LASH LN/WHITLEY TER,Los Angeles,LOS ANGELES,-118.3337111,34.1101234,4,16.30469992,None
-118.217425900184,34.1444808794135,1096,0,5671001900,Not Classified,Owned,General Services,PF-1,HILL DR/HILLTOP RD,LOS ANGELES,UNKNOWN,-118.2174259,34.14448088,14,2748.756992,None
-118.231505999624,34.1355789999543,1097,0,5683013900,OPLA,Owned,General Services,R1-1,922 OSCELA,Los Angeles,LOS ANGELES,-118.231506,34.135579,14,1949.115301,None
-118.222889999917,34.1347830000732,1098,0,5683021900,OPLA,Owned,General Services,R1-1,ADJECENT TO 4888 ROUND TOP DR,Los Angeles,LOS ANGELES,-118.22289,34.134783,14,1064.620181,None
-118.189939000287,34.1382710098415,1099,0,5690022900,Not Classified,Owned,General Services,R2-1,MONTE BONITO DR/KIPLING AVE,LOS ANGELES,UNKNOWN,-118.189939,34.13827101,14,1174.5622,None
-118.267238300155,33.9735895900878,1100,0,6022023900,OPLA,Owned,General Services,R2-1,424 73RD ST,Los Angeles,LOS ANGELES,-118.2672383,33.97358959,9,1505.1419,None
-118.303346999282,33.8637180006255,1101,0,6108007900,OPLA,Owned,General Services,R1-1,1526 184TH ST,Los Angeles,LOS ANGELES,-118.303347,33.863718,15,43.64999998, 
-118.279427000358,33.7771029998348,1102,0,7416001900,OPLA,Owned,General Services,R1-1XL-O,FIGUEROA ST/ARABIC ST,Los Angeles,LOS ANGELES,-118.279427,33.777103,15,399.4338005, 
-118.261002000518,33.7755040000551,1103,0,7418013900,OPLA,Owned,General Services,[Q]CM-1VL-O,545 BROAD AVE,Los Angeles,WILMINGTON,-118.261002,33.775504,15,466.1871356,None
-118.262691900451,33.7861837001782,1104,0,7423007900,Commercial Improved,Owned,General Services,[Q]C2-1VL-O-CUGU,1148 N AVALON BLVD,LOS ANGELES,LOS ANGELES,-118.2626919,33.7861837,15,9500.837398, 
-118.255207199487,33.7757991900725,1105,0,7424005901,OPLA,Owned,General Services,[Q]M2-1VL-O-CUGU,444 N LECOUVREUR AVE,LOS ANGELES,LOS ANGELES,-118.2552072,33.77579919,15,7162.5943,None
-118.255912200017,33.7917479397935,1106,0,7426002900,OPLA,Owned,General Services,[Q]R2-1XL-O-CUGU,PACIFIC COAST HWY/EUBANK AVE,LOS ANGELES,UNKNOWN,-118.2559122,33.79174794,15,380.5569999,None
-118.294522299375,33.7638697598308,1107,0,7442022901,Not Classified,Owned,General Services,[Q]M1-1VL,WMONT AVE/GAFFEY ST,LOS ANGELES,UNKNOWN,-118.2945223,33.76386976,15,1802.040916,None
-118.293761100241,33.7590940806672,1108,0,7442023901,Not Classified,Owned,General Services,[Q]M1-1VL,CAPITOL DR/GAFFEY ST,LOS ANGELES,UNKNOWN,-118.2937611,33.75909408,15,1716.653997, 
-118.292831000766,33.7470659994756,1109,0,7447028900,OPLA,Owned,General Services,R1-1XL,720 SUMMERLAND PL,Los Angeles,LOS ANGELES,-118.292831,33.747066,15,2.506950011, 
-118.293018000363,33.7482739998937,1110,0,7448008900,OPLA,Owned,General Services,C1-1XL,ELBERON AVE/GAFFEY ST,Los Angeles,LOS ANGELES,-118.293018,33.748274,15,541.3513999, 
-118.381321400154,34.2838565999836,1111,0,2530038900,Not Classified,Owned,General Services,R1-1,TERRA VISTA WAY/TERRA BELLA ST,LOS ANGELES,LAKE VIEW TERRACE,-118.3813214,34.2838566,7,2663.141548, 
-118.622213200044,34.173962740112,1112,0,2040006901,Not Classified,Owned,General Services,R1-1,COLLINS ST/FALLBROOK AVE,LOS ANGELES,WOODLAND HILLS,-118.6222132,34.17396274,3,30.14999963, 
-118.622987500208,34.1739125594023,1113,0,2040006902,Not Classified,Owned,General Services,R1-1,COLLINS ST/FALLBROOK AVE,LOS ANGELES,WOODLAND HILLS,-118.6229875,34.17391256,3,793.8536757, 
-118.635445899812,34.1709915304808,1114,0,2044001905,Not Classified,Owned,General Services,RA-1,BERDON ST/SADRING AVE,LOS ANGELES,UNKNOWN,-118.6354459,34.17099153,3,1164.163251, 
