X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.447976299913,34.1185003999271,571,0,2401001900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,0,0,7,36591.44703,NONE
-118.326689999519,34.2357300000953,572,0,2401001901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8874 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32669,34.23573,7,26316.57431,NONE
-118.325060000148,34.2364500002074,573,0,2401002900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8824 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32506,34.23645,7,89357.99956,NONE
-118.32484000004,34.236709999828,574,0,2401002901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8820 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32484,34.23671,7,1521.22955,NONE
-118.32484000004,34.236709999828,575,0,2401003901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8712 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,0,0,7,2002.047372,NONE
-118.324094999327,34.2370690001953,576,0,2401003903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.324095,34.237069,7,22536.12526,NONE
-118.323199999725,34.2369099996754,577,0,2401003904,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8724 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.3232,34.23691,7,2899.323, 
-118.322599999675,34.2368699995954,578,0,2401003905,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8710 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.3226,34.23687,7,3983.605532, 
-118.314670000232,34.2339960004438,579,0,2401003907,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8714 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.31467,34.233996,7,3153.842182, 
-118.314931999274,34.2342280005417,580,0,2401003908,Vacant Land,Surplus-Undeclared,General Services,OS-1XL-K,8718 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.314932,34.234228,7,1586.48765,None
-118.31488800069,34.2340459998339,581,0,2401003909,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8720 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.314888,34.234046,7,1535.2218, 
-118.32263599966,34.2370410007141,582,0,2401004900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,LOS ANGELES,-118.322636,34.237041,7,49926.83116, 
-118.315604000192,34.2349279999976,583,0,2401004901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8754 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.315604,34.234928,7,1566.861526, 
-118.314346999293,34.2338039997769,584,0,2401005900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8706 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.314347,34.233804,7,78754.44606, 
-118.321442999233,34.2369689997772,585,0,2401005901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,LOS ANGELES,-118.321443,34.236969,7,3324.441601, 
-118.315995000004,34.2350549996434,586,0,2401006900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8760 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.315995,34.235055,7,72865.28744, 
-118.316041000035,34.2351119995508,587,0,2401009900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8762 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.316041,34.235112,7,49727.71319, 
-118.322379999567,34.2368699995954,588,0,2401025900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8660 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32238,34.23687,7,1952.9805, 
-118.32189000002,34.2364199997996,589,0,2401025901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8636 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32189,34.23642,7,1873.4859, 
-118.307147499958,34.2746520997643,590,0,2551013900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,11380 N ALETHEA DR 0,LOS ANGELES,LOS ANGELES,-118.3071475,34.2746521,7,58729.62266, 
-118.307224899701,34.2746244995373,591,0,2551015900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,11390 N ALETHEA DR 0,LOS ANGELES,LOS ANGELES,-118.3072249,34.2746245,7,48467.9249, 
-118.317977999553,34.2362710001904,592,0,2401011900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8820 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.317978,34.236271,7,72648.57529, 
-118.317715000686,34.2362099996164,593,0,2401011901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8814 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.317715,34.23621,7,2412.740099, 
-118.325889999453,34.2342900007093,594,0,2401011902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8830 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32589,34.23429,7,4262.746701, 
-118.324150000477,34.2342599995319,595,0,2401012902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,LOS ANGELES,-118.32415,34.23426,7,97937.41311, 
-118.320170000237,34.2355399996682,596,0,2401022900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8534 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32017,34.23554,7,1193.3873, 
-118.320190000329,34.2354200003891,597,0,2401022902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8542 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32019,34.23542,7,1749.019, 
-118.320509999996,34.2353800003439,598,0,2401022903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8548 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32051,34.23538,7,2270.187, 
-118.3220599999,34.2364300004318,599,0,2401025902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8644 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32206,34.23643,7,1873.7522, 
-118.321810000553,34.2362000004434,600,0,2401025903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8634 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32181,34.2362,7,1893.80015, 
-118.321730000187,34.2359299993,601,0,2401025904,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8632 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32173,34.23593,7,2616.46644, 
-118.321940000249,34.2359200000937,602,0,2401025905,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8646 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32194,34.23592,7,2275.618699, 
-118.322110000128,34.235880000286,603,0,2401025906,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8648 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32211,34.23588,7,2011.193993, 
-118.322260000815,34.2364399995776,604,0,2401025907,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8656 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32226,34.23644,7,1873.536449, 
-118.311616999382,34.2332799995043,605,0,2401026900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8628 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.311617,34.23328,7,1830.852534, 
-118.322209999688,34.2373700003434,606,0,2401026901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8654 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32221,34.23737,7,2045.442714, 
-118.322029999763,34.2370600007344,607,0,2401026902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,SMMC LA TUNA CANYON RD,LOS ANGELES,LOS ANGELES,-118.32203,34.23706,7,5624.549547, 
-118.322140000266,34.2373700003434,608,0,2401026903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8652 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32214,34.23737,7,59.6564254, 
-118.320879999892,34.2359799997696,609,0,2401027900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8620 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32088,34.23598,7,2062.1147, 
-118.32114999933,34.2361800006084,610,0,2401027901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8622 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32115,34.23618,7,1602.07765, 
-118.320790000379,34.2365800001181,611,0,2401027903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,8610 W LA TUNA CANYON RD,LOS ANGELES,SUN VALLEY,-118.32079,34.23658,7,2739.115849, 
-118.325880000306,34.2403500000665,612,0,2561013901,Vacant Land,Surplus-Undeclared,General Services,OS,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32588,34.24035,7,1278.2131, 
-118.323729999454,34.2401299998407,613,0,2561022900,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32373,34.24013,7,2191.887501, 
-118.323249999953,34.2401400000321,614,0,2561022902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32325,34.24014,7,2734.788249, 
-118.323249999953,34.2401400000321,615,0,2561023903,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,0,0,7,6715.44224, 
-118.325289999403,34.2384800002425,616,0,2561023904,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32529,34.23848,7,2499.8038, 
-118.324309999412,34.2397700003236,617,0,2561023905,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32431,34.23977,7,2302.0897, 
-118.324779999765,34.239360000092,618,0,2561023909,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32478,34.23936,7,2411.53325, 
-118.325289999403,34.2383299994856,619,0,2561023910,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32529,34.23833,7,1249.36665, 
-118.324870000177,34.239079999855,620,0,2561023914,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32487,34.23908,7,10295.38195, 
-118.324589999795,34.2388900003042,621,0,2561024905,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32459,34.23889,7,2003.32405, 
-118.324650000069,34.2387599995046,622,0,2561024906,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32465,34.23876,7,1850.9239, 
-118.324939999599,34.2381599998395,623,0,2561024920,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32494,34.23816,7,1508.7689, 
-118.324939999599,34.2381599998395,624,0,2561024921,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,0,0,7,5463.0471, 
-118.324939999599,34.2381599998395,625,0,2561028902,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,0,0,7,1252.377, 
-118.324939999599,34.2381599998395,626,0,2561028919,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,0,0,7,2499.7494, 
-118.320979999451,34.2382699992565,627,0,2561029901,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32098,34.23827,7,1851.597301, 
-118.32170000005,34.239079999855,628,0,2561029906,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.3217,34.23908,7,1978.974949, 
-118.32170000005,34.239079999855,629,0,2561029907,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,0,0,7,2783.119901, 
-118.321369999438,34.2387999994293,630,0,2561029910,Vacant Land,Surplus-Undeclared,General Services,A2-1&K,LA TUNA CANYON RD/WILDWOOD FIRE RD,LOS ANGELES,LOS ANGELES,-118.32137,34.2388,7,111843.4991, 
-118.37122999934,34.282200000488,631,0,2529025900,Vacant Land,Surplus-Undeclared,General Services,RA-1-K,LITTLE TUJUNGA RD/OSBORNE ST,LOS ANGELES,LOS ANGELES,-118.37123,34.2822,7,20499.13287, 
-118.269121699895,34.2543970002224,632,0,2569014900,Open Space,Surplus-Undeclared,General Services,RE40-1,6238 W DEERWOOD TRL,LOS ANGELES,LOS ANGELES,-118.2691217,34.254397,7,1856.9956, 
-118.272739999773,34.2578199998559,633,0,2569022902,Vacant Land,Surplus-Undeclared,General Services,RE40-1,HAINES CANYON AVE/BLANCHARD CANYON RD,LOS ANGELES,LOS ANGELES,-118.27274,34.25782,7,22002.16385, 
-118.309748200859,33.9857051499799,634,0,6001014900,Vacant Land,Surplus-Undeclared,General Services,M2-1,5975 S WESTERN AVE,LOS ANGELES,LOS ANGELES,-118.3097482,33.98570515,8,121478, 
-118.372240000367,34.0287200001481,635,0,4205035900,Parking Facility,Surplus-Undeclared,General Services,MR1-1VL,LA CIENEGA BLVD/BALLONA CREEK,LOS ANGELES,LOS ANGELES,-118.37224,34.02872,10,12360.33642, 
-118.46237000032,33.9895699997919,636,0,4241036907,Parking Facility,Surplus-Undeclared,General Services,M1-1-O,ABBOT KINNEY BLVD/VENICE BLVD,LOS ANGELES,LOS ANGELES,-118.46237,33.98957,11,4820.7559, 
-118.565259799926,34.0421786001772,637,0,4416015900,Vacant Land,Surplus-Undeclared,General Services,R1-1,17908 W CASTELLAMMARE DR,LOS ANGELES,PACIFIC PALISADES,-118.5652598,34.0421786,11,9156.979888, 
-118.565575799396,34.0419168006441,638,0,4416015907,Vacant Land,Surplus-Undeclared,General Services,R1-1,17924 W PORTO MARINA WAY,LOS ANGELES,PACIFIC PALISADES,-118.5655758,34.0419168,11,5506.778599, 
-118.565330899785,34.0418309993702,639,0,4416015908,Vacant Land,Surplus-Undeclared,General Services,R1-1,17916 W PORTO MARINA WAY,LOS ANGELES,PACIFIC PALISADES,-118.5653309,34.041831,11,5237.834618, 
-118.565160599868,34.0417377007052,640,0,4416015909,Vacant Land,Surplus-Undeclared,General Services,R1-1,17910 W PORTO MARINA WAY,LOS ANGELES,PACIFIC PALISADES,-118.5651606,34.0417377,11,5442.8503, 
-118.461349899535,33.9759554999439,641,0,4225008904,Vacant Land,Surplus-Undeclared,General Services,RW2-1,139 E HURRICANE ST,LOS ANGELES,LOS ANGELES,-118.4613499,33.9759555,11,7847.653851, 
-118.260178199589,34.0785352999843,642,0,5404016900,Commercial Improved,Surplus-Undeclared,DOT,C2-1L-CDO,1140 N GLENDALE BLVD,LOS ANGELES,LOS ANGELES,-118.2601782,34.0785353,13,20626.599, 
-118.226579999729,34.0178729999097,643,0,5168014904,Vacant Land,Surplus-Undeclared,General Services,M3-1,2551 E WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,-118.22658,34.017873,14,79863.36981, 
-118.225579999646,34.0154299994836,644,0,5168022900,Industrial Vacant Land,Surplus-Undeclared,General Services,M3-1,2611 E 25TH ST,LOS ANGELES,LOS ANGELES,-118.22558,34.01543,14,40631.8961, 
-118.22559000059,34.0159600001892,645,0,5168022901,Vacant Land,Surplus-Undeclared,General Services,M3-1,HARRIETT ST/24TH ST,LOS ANGELES,LOS ANGELES,-118.22559,34.01596,14,12599.91445, 
-118.186432399626,34.1137198998516,646,0,5302007901,Vacant Land,Surplus-Undeclared,General Services,[Q]OS-1XLD,5350 N LODGE AVE,LOS ANGELES,LOS ANGELES,-118.1864324,34.1137199,1,45000.58471, 
-118.196361999484,34.0806757997197,647,0,5209016901,Vacant Land,Surplus-Undeclared,General Services,RE20-1,4338 E RADIUM DR,LOS ANGELES,LOS ANGELES,-118.196362,34.0806758,14,9359.776808, 
-118.281560000593,33.7671599996791,648,0,7412024902,Vacant Land,Surplus-Undeclared,General Services,M2-1VL,JOHN GIBSON BLVD/HARBOR FWY,LOS ANGELES,LOS ANGELES,-118.28156,33.76716,15,9979.598766, 
-118.248073000487,33.7946130001023,649,0,7426008900,Vacant Land,Surplus-Undeclared,General Services,[Q]MR2-1VL,1305 E SANDISON ST,LOS ANGELES,LOS ANGELES,-118.248073,33.794613,15,3748.745049, 
-118.280505899472,33.732399300286,650,0,7456012900,Vacant Land,Surplus-Undeclared,General Services,R3-1XL,13TH ST/BEACON ST AND PALOS VERDES ST,LOS ANGELES,LOS ANGELES,-118.2805059,33.7323993,15,1350.342,None
-118.46953999988,34.2651800006999,651,0,2649001900,Vacant Land,Surplus-Undeclared,General Services,A,CHATSWORTH ST/SEPULVEDA BLVD,LOS ANGELES,LOS ANGELES,-118.46954,34.26518,7,2893.81575, 
-118.224832600431,34.0777901000184,652,0,0,Industrial Improved,Owned,General Services, ,419 N AVE 19,LOS ANGELES,LOS ANGELES,-118.2248326,34.0777901,1,199282.22, 
-118.212878200617,34.0443143002797,653,0,5183008901,Public Facility,Owned,General Services,C2-1,2130 E 1ST ST,LOS ANGELES,LOS ANGELES,-118.2128782,34.0443143,14,17821.1129, 
-118.385831900484,34.048367800375,654,0,4305021900,Public Facility,Owned,LAPL, ,1719 S ROBERTSON BLVD,LOS ANGELES,LOS ANGELES,-118.3858319,34.0483678,5,13124.9629, 
-118.30130609972,34.2583278999673,655,0,0,Public Facility,Owned,LAPL,OS-1XL,7771 FOOTHILL BLVD,LOS ANGELES,LOS ANGELES,-118.3013061,34.2583279,7,1216441.1, 
-118.378885600295,34.0208404002076,656,0,4204008901,Industrial Improved,Owned,EWDD,M1-1VL,6000 W JEFFERSON BLVD,LOS ANGELES,LOS ANGELES,-118.3788856,34.0208404,10,220043.5163, 
-118.534095699415,34.2350906002676,657,0,2769001902,Public Facility,Owned,LAPL, ,9051 DARBY AVE,LOS ANGELES,LOS ANGELES,-118.5340957,34.2350906,12,25558.80365, 
-118.548638000035,34.1934841994768,658,0,0,Public Facility,Owned,General Services,[Q]PF-1XL-RIO,19040 VANOWEN ST,LOS ANGELES,LOS ANGELES,-118.548638,34.1934842,3,180805.6, 
-118.449358099262,34.045026399755,659,0,0,Public Facility,Owned,General Services,PF-1XL,1645 S CORINTH AVE,LOS ANGELES,LOS ANGELES,-118.4493581,34.0450264,11,4563.7, 
-118.292142900241,33.9611640000903,660,0,6033025902,Public Facility,Owned,General Services,[Q]C2-1,8475 S VERMONT AVE,LOS ANGELES,LOS ANGELES,-118.2921429,33.961164,8,10193.119, 
-118.316083299905,34.0182680003755,661,0,5042010900,Vacant Land,Surplus-Declared,General Services, ,RODEO/CIMARRON,LOS ANGELES,LOS ANGELES,-118.3160833,34.018268,8,0, 
-118.237897999757,34.1037816998452,662,0,5457001902,Vacant Land,Surplus-Declared,General Services,[Q]M1-1-CDO-RIO,2210 N SAN FERNANDO RD,LOS ANGELES,LOS ANGELES,-118.237898,34.1037817,1,24227.33234, 
-118.610685400277,34.167882500309,663,0,2075001902,Public Facility,Owned,LAPL,R2-1VLD,22200 VENTURA BLVD,LOS ANGELES,LOS ANGELES,-118.6106854,34.1678825,3,13985.6933, 
-118.53011760001,34.1665043994696,664,0,2160013906,Public Facility,Owned,LAPL,C2-1VLD,18231 VENTURA BLVD,LOS ANGELES,LOS ANGELES,-118.5301176,34.1665044,3,24010.96052, 
-118.456476300166,34.2126571002429,665,0,2210025900,Maintenance Yard,Owned,General Services,PF-1XL,14832 W RAYMER ST,LOS ANGELES,LOS ANGELES,-118.4564763,34.2126571,6,270330.2815, 
-118.463227300325,34.1795678993591,666,0,2242026901,Maintenance Yard,Owned,General Services, ,15145 OXNARD ST,LOS ANGELES,LOS ANGELES,-118.4632273,34.1795679,6,95890.04027, 
-118.443829199556,34.1512255002,667,0,2265018900,Public Facility,Owned,LAPL, ,14245 MOORPARK ST,LOS ANGELES,LOS ANGELES,-118.4438292,34.1512255,4,24884.51274,None
-118.370947400131,34.2148848994064,668,0,2314007900,Public Facility,Owned,LAPL, ,7935 VINELAND AVE,LOS ANGELES,LOS ANGELES,-118.3709474,34.2148849,6,27999.83565, 
-118.3732982005,34.1632645002891,669,0,2353007900,Public Facility,Owned,DCA, ,5108 LANKERSHIM BLVD,LOS ANGELES,LOS ANGELES,-118.3732982,34.1632645,2,6004.84975,None
-118.371752499933,34.2389123001819,670,0,2408001904,Maintenance Yard,Owned,General Services, ,11050 PENDLETON ST,LOS ANGELES,LOS ANGELES,-118.3717525,34.2389123,6,653038.1525,None
-118.450287899599,34.3074942992597,671,0,2505011900,Public Facility,Owned,LAPL, ,14561 POLK ST,LOS ANGELES,LOS ANGELES,-118.4502879,34.3074943,7,7208.49795,None
-118.429333199902,34.2612658995792,672,0,2618023901,Public Facility,Owned,LAPL, ,13605 VAN NUYS BLVD,LOS ANGELES,LOS ANGELES,-118.4293332,34.2612659,7,26868.82344,None
-118.446413499914,34.2219287004788,673,0,2638022900,Public Facility,Owned,LAPL, ,14345 ROSCOE BLVD,LOS ANGELES,LOS ANGELES,-118.4464135,34.2219287,6,14462.16026, 
-118.497621399442,34.2643220004955,674,0,2684002901,Public Facility,Owned,LAPL, ,10640 PETIT AVE,LOS ANGELES,LOS ANGELES,-118.4976214,34.264322,12,798820.2607, 
-118.560028999859,34.2776813999096,675,0,2701005900,Public Facility,Owned,LAPL, ,11371 TAMPA AVE,LOS ANGELES,LOS ANGELES,-118.560029,34.2776814,12,50767.22764, 
-118.591734300295,34.2568112996618,676,0,2747004901,Public Facility,Owned,LAPL, ,21052 DEVONSHIRE ST,LOS ANGELES,LOS ANGELES,-118.5917343,34.2568113,12,20445.28095, 
-118.318085500045,33.9747360003719,677,0,4008019901,Public Facility,Owned,LAPL, ,2205 W FLORENCE AVE,LOS ANGELES,LOS ANGELES,-118.3180855,33.974736,8,10920.7144, 
-118.425596599985,33.9702050000446,678,0,4211020900,Public Facility,Owned,LAPL, ,6400 PLAYA VISTA DR,LOS ANGELES,LOS ANGELES,-118.4255966,33.970205,11,35969.46285, 
-118.428975899489,34.0057214004251,679,0,4235024900,Public Facility,Owned,LAPL, ,12006 VENICE BLVD,LOS ANGELES,LOS ANGELES,-118.4289759,34.0057214,11,18763.2495, 
-118.460110999689,33.9883610994438,680,0,4237002901,Maintenance Yard,Owned,General Services, ,2000 ABBOT KINNEY BLVD,LOS ANGELES,LOS ANGELES,-118.460111,33.9883611,11,48585.98377, 
-118.418237000205,34.0336386997858,681,0,4255009901,Public Facility,Owned,LAPL, ,2920 OVERLAND AVE,LOS ANGELES,LOS ANGELES,-118.418237,34.0336387,5,204248.4273, 
-118.451002199489,34.0359083005939,682,0,4262032901,Industrial Improved,Owned,General Services, ,2027 STONER AVE,LOS ANGELES,LOS ANGELES,-118.4510022,34.0359083,11,140040.6641, 
